locs,techs,timesteps,resource_con
W1,solar,2021-10-02 16:00:00,0.011920000000000002
W1,solar,2021-10-02 18:00:00,0.0
W1,solar,2021-10-02 20:00:00,0.0
W1,solar,2021-10-02 22:00:00,0.0
W1,solar,2021-10-03 00:00:00,0.0
W1,solar,2021-10-03 02:00:00,0.0
W1,solar,2021-10-03 04:00:00,0.0
W1,solar,2021-10-03 06:00:00,0.008719999999999999
W1,solar,2021-10-03 08:00:00,0.03264
W1,solar,2021-10-03 10:00:00,0.052480000000000006
W1,solar,2021-10-03 12:00:00,0.04800000000000001
W1,solar,2021-10-03 14:00:00,0.02688
W1,solar,2021-10-03 16:00:00,0.005200000000000001
W1,solar,2021-10-03 18:00:00,0.0
W1,solar,2021-10-03 20:00:00,0.0
W1,solar,2021-10-03 22:00:00,0.0
W1,solar,2021-10-04 00:00:00,0.0
W1,solar,2021-10-04 02:00:00,0.0
W1,solar,2021-10-04 04:00:00,0.0
W1,solar,2021-10-04 06:00:00,0.00792
W1,solar,2021-10-04 08:00:00,0.02848
W1,solar,2021-10-04 10:00:00,0.041440000000000005
W1,solar,2021-10-04 12:00:00,0.04824
W1,solar,2021-10-04 14:00:00,0.026240000000000003
W1,solar,2021-10-04 16:00:00,0.005200000000000001
W1,solar,2021-10-04 18:00:00,0.0
W1,solar,2021-10-04 20:00:00,0.0
W1,solar,2021-10-04 22:00:00,0.0
W1,solar,2021-10-05 00:00:00,0.0
W1,solar,2021-10-05 02:00:00,0.0
W1,solar,2021-10-05 04:00:00,0.0
W1,solar,2021-10-05 06:00:00,0.01088
W1,solar,2021-10-05 08:00:00,0.04048
W1,solar,2021-10-05 10:00:00,0.05792
W1,solar,2021-10-05 12:00:00,0.05944
W1,solar,2021-10-05 14:00:00,0.03928
W1,solar,2021-10-05 16:00:00,0.005840000000000001
W1,solar,2021-10-05 18:00:00,0.0
W1,solar,2021-10-05 20:00:00,0.0
W1,solar,2021-10-05 22:00:00,0.0
W1,solar,2021-10-06 00:00:00,0.0
W1,solar,2021-10-06 02:00:00,0.0
W1,solar,2021-10-06 04:00:00,0.0
W1,solar,2021-10-06 06:00:00,0.01072
W1,solar,2021-10-06 08:00:00,0.04256
W1,solar,2021-10-06 10:00:00,0.06776
W1,solar,2021-10-06 12:00:00,0.07104
W1,solar,2021-10-06 14:00:00,0.0404
W1,solar,2021-10-06 16:00:00,0.00624
W1,solar,2021-10-06 18:00:00,0.0
W1,solar,2021-10-06 20:00:00,0.0
W1,solar,2021-10-06 22:00:00,0.0
W1,solar,2021-10-07 00:00:00,0.0
W1,solar,2021-10-07 02:00:00,0.0
W1,solar,2021-10-07 04:00:00,0.0
W1,solar,2021-10-07 06:00:00,0.011360000000000002
W1,solar,2021-10-07 08:00:00,0.0468
W1,solar,2021-10-07 10:00:00,0.08167999999999999
W1,solar,2021-10-07 12:00:00,0.07992
W1,solar,2021-10-07 14:00:00,0.0488
W1,solar,2021-10-07 16:00:00,0.011120000000000001
W1,solar,2021-10-07 18:00:00,0.0
W1,solar,2021-10-07 20:00:00,0.0
W1,solar,2021-10-07 22:00:00,0.0
W1,solar,2021-10-08 00:00:00,0.0
W1,solar,2021-10-08 02:00:00,0.0
W1,solar,2021-10-08 04:00:00,0.0
W1,solar,2021-10-08 06:00:00,0.00752
W1,solar,2021-10-08 08:00:00,0.031920000000000004
W1,solar,2021-10-08 10:00:00,0.041440000000000005
W1,solar,2021-10-08 12:00:00,0.03536
W1,solar,2021-10-08 14:00:00,0.017520000000000004
W1,solar,2021-10-08 16:00:00,0.00208
W1,solar,2021-10-08 18:00:00,0.0
W1,solar,2021-10-08 20:00:00,0.0
W1,solar,2021-10-08 22:00:00,0.0
W1,solar,2021-10-09 00:00:00,0.0
W1,solar,2021-10-09 02:00:00,0.0
W1,solar,2021-10-09 04:00:00,0.0
W1,solar,2021-10-09 06:00:00,0.01544
W1,solar,2021-10-09 08:00:00,0.05448000000000001
W1,solar,2021-10-09 10:00:00,0.07104
W1,solar,2021-10-09 12:00:00,0.06192
W1,solar,2021-10-09 14:00:00,0.04168
W1,solar,2021-10-09 16:00:00,0.009519999999999999
W1,solar,2021-10-09 18:00:00,0.0
W1,solar,2021-10-09 20:00:00,0.0
W1,solar,2021-10-09 22:00:00,0.0
W1,solar,2021-10-10 00:00:00,0.0
W1,solar,2021-10-10 02:00:00,0.0
W1,solar,2021-10-10 04:00:00,0.0
W1,solar,2021-10-10 06:00:00,0.012
W1,solar,2021-10-10 08:00:00,0.05744
W1,solar,2021-10-10 10:00:00,0.09111999999999998
W1,solar,2021-10-10 12:00:00,0.08032
W1,solar,2021-10-10 14:00:00,0.05192
W1,solar,2021-10-10 16:00:00,0.0092
W1,solar,2021-10-10 18:00:00,0.0
W1,solar,2021-10-10 20:00:00,0.0
W1,solar,2021-10-10 22:00:00,0.0
W1,solar,2021-10-11 00:00:00,0.0
W1,solar,2021-10-11 02:00:00,0.0
W1,solar,2021-10-11 04:00:00,0.0
W1,solar,2021-10-11 06:00:00,0.015600000000000001
W1,solar,2021-10-11 08:00:00,0.04336
W1,solar,2021-10-11 10:00:00,0.06264
W1,solar,2021-10-11 12:00:00,0.061360000000000005
W1,solar,2021-10-11 14:00:00,0.0356
W1,solar,2021-10-11 16:00:00,0.00576
W1,solar,2021-10-11 18:00:00,0.0
W1,solar,2021-10-11 20:00:00,0.0
W1,solar,2021-10-11 22:00:00,0.0
W1,solar,2021-10-12 00:00:00,0.0
W1,solar,2021-10-12 02:00:00,0.0
W1,solar,2021-10-12 04:00:00,0.0
W1,solar,2021-10-12 06:00:00,0.01024
W1,solar,2021-10-12 08:00:00,0.03592
W1,solar,2021-10-12 10:00:00,0.0512
W1,solar,2021-10-12 12:00:00,0.04800000000000001
W1,solar,2021-10-12 14:00:00,0.02568
W1,solar,2021-10-12 16:00:00,0.00632
W1,solar,2021-10-12 18:00:00,0.0
W1,solar,2021-10-12 20:00:00,0.0
W1,solar,2021-10-12 22:00:00,0.0
W1,solar,2021-10-13 00:00:00,0.0
W1,solar,2021-10-13 02:00:00,0.0
W1,solar,2021-10-13 04:00:00,0.0
W1,solar,2021-10-13 06:00:00,0.008879999999999999
W1,solar,2021-10-13 08:00:00,0.031920000000000004
W1,solar,2021-10-13 10:00:00,0.05024
W1,solar,2021-10-13 12:00:00,0.0524
W1,solar,2021-10-13 14:00:00,0.028079999999999997
W1,solar,2021-10-13 16:00:00,0.00432
W1,solar,2021-10-13 18:00:00,0.0
W1,solar,2021-10-13 20:00:00,0.0
W1,solar,2021-10-13 22:00:00,0.0
W1,solar,2021-10-14 00:00:00,0.0
W1,solar,2021-10-14 02:00:00,0.0
W1,solar,2021-10-14 04:00:00,0.0
W1,solar,2021-10-14 06:00:00,0.0048
W1,solar,2021-10-14 08:00:00,0.02392
W1,solar,2021-10-14 10:00:00,0.036719999999999996
W1,solar,2021-10-14 12:00:00,0.0372
W1,solar,2021-10-14 14:00:00,0.027280000000000002
W1,solar,2021-10-14 16:00:00,0.005200000000000001
W1,solar,2021-10-14 18:00:00,0.0
W1,solar,2021-10-14 20:00:00,0.0
W1,solar,2021-10-14 22:00:00,0.0
W1,solar,2021-10-15 00:00:00,0.0
W1,solar,2021-10-15 02:00:00,0.0
W1,solar,2021-10-15 04:00:00,0.0
W1,solar,2021-10-15 06:00:00,0.008799999999999999
W1,solar,2021-10-15 08:00:00,0.04232
W1,solar,2021-10-15 10:00:00,0.07688
W1,solar,2021-10-15 12:00:00,0.07928
W1,solar,2021-10-15 14:00:00,0.0488
W1,solar,2021-10-15 16:00:00,0.00976
W1,solar,2021-10-15 18:00:00,0.0
W1,solar,2021-10-15 20:00:00,0.0
W1,solar,2021-10-15 22:00:00,0.0
W1,solar,2021-10-16 00:00:00,0.0
W1,solar,2021-10-16 02:00:00,0.0
W1,solar,2021-10-16 04:00:00,0.0
W1,solar,2021-10-16 06:00:00,0.01528
W1,solar,2021-10-16 08:00:00,0.05208
W1,solar,2021-10-16 10:00:00,0.06424
W1,solar,2021-10-16 12:00:00,0.05472
W1,solar,2021-10-16 14:00:00,0.026000000000000002
W1,solar,2021-10-16 16:00:00,0.0036
W1,solar,2021-10-16 18:00:00,0.0
W1,solar,2021-10-16 20:00:00,0.0
W1,solar,2021-10-16 22:00:00,0.0
W1,solar,2021-10-17 00:00:00,0.0
W1,solar,2021-10-17 02:00:00,0.0
W1,solar,2021-10-17 04:00:00,0.0
W1,solar,2021-10-17 06:00:00,0.00968
W1,solar,2021-10-17 08:00:00,0.04232
W1,solar,2021-10-17 10:00:00,0.07296
W1,solar,2021-10-17 12:00:00,0.0792
W1,solar,2021-10-17 14:00:00,0.04992
W1,solar,2021-10-17 16:00:00,0.00904
W1,solar,2021-10-17 18:00:00,0.0
W1,solar,2021-10-17 20:00:00,0.0
W1,solar,2021-10-17 22:00:00,0.0
W1,solar,2021-10-18 00:00:00,0.0
W1,solar,2021-10-18 02:00:00,0.0
W1,solar,2021-10-18 04:00:00,0.0
W1,solar,2021-10-18 06:00:00,0.011440000000000002
W1,solar,2021-10-18 08:00:00,0.04056
W1,solar,2021-10-18 10:00:00,0.06208
W1,solar,2021-10-18 12:00:00,0.05912
W1,solar,2021-10-18 14:00:00,0.03552
W1,solar,2021-10-18 16:00:00,0.008
W1,solar,2021-10-18 18:00:00,0.0
W1,solar,2021-10-18 20:00:00,0.0
W1,solar,2021-10-18 22:00:00,0.0
W1,solar,2021-10-19 00:00:00,0.0
W1,solar,2021-10-19 02:00:00,0.0
W1,solar,2021-10-19 04:00:00,0.0
W1,solar,2021-10-19 06:00:00,0.01536
W1,solar,2021-10-19 08:00:00,0.06144
W1,solar,2021-10-19 10:00:00,0.08456
W1,solar,2021-10-19 12:00:00,0.07472
W1,solar,2021-10-19 14:00:00,0.053279999999999994
W1,solar,2021-10-19 16:00:00,0.012080000000000002
W1,solar,2021-10-19 18:00:00,0.0
W1,solar,2021-10-19 20:00:00,0.0
W1,solar,2021-10-19 22:00:00,0.0
W1,solar,2021-10-20 00:00:00,0.0
W1,solar,2021-10-20 02:00:00,0.0
W1,solar,2021-10-20 04:00:00,0.0
W1,solar,2021-10-20 06:00:00,0.01632
W1,solar,2021-10-20 08:00:00,0.05776
W1,solar,2021-10-20 10:00:00,0.08464
W1,solar,2021-10-20 12:00:00,0.08056
W1,solar,2021-10-20 14:00:00,0.05432000000000001
W1,solar,2021-10-20 16:00:00,0.013519999999999999
W1,solar,2021-10-20 18:00:00,0.0
W1,solar,2021-10-20 20:00:00,0.0
W1,solar,2021-10-20 22:00:00,0.0
W1,solar,2021-10-21 00:00:00,0.0
W1,solar,2021-10-21 02:00:00,0.0
W1,solar,2021-10-21 04:00:00,0.0
W1,solar,2021-10-21 06:00:00,0.020880000000000003
W1,solar,2021-10-21 08:00:00,0.06384000000000001
W1,solar,2021-10-21 10:00:00,0.08888
W1,solar,2021-10-21 12:00:00,0.09288
W1,solar,2021-10-21 14:00:00,0.061520000000000005
W1,solar,2021-10-21 16:00:00,0.01472
W1,solar,2021-10-21 18:00:00,0.0
W1,solar,2021-10-21 20:00:00,0.0
W1,solar,2021-10-21 22:00:00,0.0
W1,solar,2021-10-22 00:00:00,0.0
W1,solar,2021-10-22 02:00:00,0.0
W1,solar,2021-10-22 04:00:00,0.0
W1,solar,2021-10-22 06:00:00,0.007039999999999999
W1,solar,2021-10-22 08:00:00,0.02848
W1,solar,2021-10-22 10:00:00,0.04968
W1,solar,2021-10-22 12:00:00,0.04872
W1,solar,2021-10-22 14:00:00,0.026719999999999997
W1,solar,2021-10-22 16:00:00,0.0044
W1,solar,2021-10-22 18:00:00,0.0
W1,solar,2021-10-22 20:00:00,0.0
W1,solar,2021-10-22 22:00:00,0.0
W1,solar,2021-10-23 00:00:00,0.0
W1,solar,2021-10-23 02:00:00,0.0
W1,solar,2021-10-23 04:00:00,0.0
W1,solar,2021-10-23 06:00:00,0.011280000000000002
W1,solar,2021-10-23 08:00:00,0.042
W1,solar,2021-10-23 10:00:00,0.05872
W1,solar,2021-10-23 12:00:00,0.0544
W1,solar,2021-10-23 14:00:00,0.03552
W1,solar,2021-10-23 16:00:00,0.005840000000000001
W1,solar,2021-10-23 18:00:00,0.0
W1,solar,2021-10-23 20:00:00,0.0
W1,solar,2021-10-23 22:00:00,0.0
W1,solar,2021-10-24 00:00:00,0.0
W1,solar,2021-10-24 02:00:00,0.0
W1,solar,2021-10-24 04:00:00,0.0
W1,solar,2021-10-24 06:00:00,0.011600000000000001
W1,solar,2021-10-24 08:00:00,0.0396
W1,solar,2021-10-24 10:00:00,0.05912
W1,solar,2021-10-24 12:00:00,0.061200000000000004
W1,solar,2021-10-24 14:00:00,0.04608
W1,solar,2021-10-24 16:00:00,0.00808
W1,solar,2021-10-24 18:00:00,0.0
W1,solar,2021-10-24 20:00:00,0.0
W1,solar,2021-10-24 22:00:00,0.0
W1,solar,2021-10-25 00:00:00,0.0
W1,solar,2021-10-25 02:00:00,0.0
W1,solar,2021-10-25 04:00:00,0.0
W1,solar,2021-10-25 06:00:00,0.01928
W1,solar,2021-10-25 08:00:00,0.07256
W1,solar,2021-10-25 10:00:00,0.09776
W1,solar,2021-10-25 12:00:00,0.09064
W1,solar,2021-10-25 14:00:00,0.05776
W1,solar,2021-10-25 16:00:00,0.010960000000000001
W1,solar,2021-10-25 18:00:00,0.0
W1,solar,2021-10-25 20:00:00,0.0
W1,solar,2021-10-25 22:00:00,0.0
W1,solar,2021-10-26 00:00:00,0.0
W1,solar,2021-10-26 02:00:00,0.0
W1,solar,2021-10-26 04:00:00,0.0
W1,solar,2021-10-26 06:00:00,0.00616
W1,solar,2021-10-26 08:00:00,0.01888
W1,solar,2021-10-26 10:00:00,0.03
W1,solar,2021-10-26 12:00:00,0.02936
W1,solar,2021-10-26 14:00:00,0.016640000000000002
W1,solar,2021-10-26 16:00:00,0.00216
W1,solar,2021-10-26 18:00:00,0.0
W1,solar,2021-10-26 20:00:00,0.0
W1,solar,2021-10-26 22:00:00,0.0
W1,solar,2021-10-27 00:00:00,0.0
W1,solar,2021-10-27 02:00:00,0.0
W1,solar,2021-10-27 04:00:00,0.0
W1,solar,2021-10-27 06:00:00,0.00752
W1,solar,2021-10-27 08:00:00,0.028079999999999997
W1,solar,2021-10-27 10:00:00,0.04504
W1,solar,2021-10-27 12:00:00,0.04552
W1,solar,2021-10-27 14:00:00,0.024480000000000002
W1,solar,2021-10-27 16:00:00,0.0034400000000000003
W1,solar,2021-10-27 18:00:00,0.0
W1,solar,2021-10-27 20:00:00,0.0
W1,solar,2021-10-27 22:00:00,0.0
W1,solar,2021-10-28 00:00:00,0.0
W1,solar,2021-10-28 02:00:00,0.0
W1,solar,2021-10-28 04:00:00,0.0
W1,solar,2021-10-28 06:00:00,0.0204
W1,solar,2021-10-28 08:00:00,0.06864
W1,solar,2021-10-28 10:00:00,0.09431999999999999
W1,solar,2021-10-28 12:00:00,0.08535999999999999
W1,solar,2021-10-28 14:00:00,0.054000000000000006
W1,solar,2021-10-28 16:00:00,0.012879999999999999
W1,solar,2021-10-28 18:00:00,0.0
W1,solar,2021-10-28 20:00:00,0.0
W1,solar,2021-10-28 22:00:00,0.0
W1,solar,2021-10-29 00:00:00,0.0
W1,solar,2021-10-29 02:00:00,0.0
W1,solar,2021-10-29 04:00:00,0.0
W1,solar,2021-10-29 06:00:00,0.01064
W1,solar,2021-10-29 08:00:00,0.03416
W1,solar,2021-10-29 10:00:00,0.04648
W1,solar,2021-10-29 12:00:00,0.044399999999999995
W1,solar,2021-10-29 14:00:00,0.02536
W1,solar,2021-10-29 16:00:00,0.004
W1,solar,2021-10-29 18:00:00,0.0
W1,solar,2021-10-29 20:00:00,0.0
W1,solar,2021-10-29 22:00:00,0.0
W1,solar,2021-10-30 00:00:00,0.0
W1,solar,2021-10-30 02:00:00,0.0
W1,solar,2021-10-30 04:00:00,0.0
W1,solar,2021-10-30 06:00:00,0.01432
W1,solar,2021-10-30 08:00:00,0.044079999999999994
W1,solar,2021-10-30 10:00:00,0.0504
W1,solar,2021-10-30 12:00:00,0.05024
W1,solar,2021-10-30 14:00:00,0.03136
W1,solar,2021-10-30 16:00:00,0.005520000000000001
W1,solar,2021-10-30 18:00:00,0.0
W1,solar,2021-10-30 20:00:00,0.0
W1,solar,2021-10-30 22:00:00,0.0
W1,solar,2021-10-31 00:00:00,0.0
W1,solar,2021-10-31 02:00:00,0.0
W1,solar,2021-10-31 04:00:00,0.0
W1,solar,2021-10-31 06:00:00,0.01152
W1,solar,2021-10-31 08:00:00,0.03856
W1,solar,2021-10-31 10:00:00,0.05488
W1,solar,2021-10-31 12:00:00,0.05712
W1,solar,2021-10-31 14:00:00,0.038000000000000006
W1,solar,2021-10-31 16:00:00,0.00784
W1,solar,2021-10-31 18:00:00,0.0
W1,solar,2021-10-31 20:00:00,0.0
W1,solar,2021-10-31 22:00:00,0.0
W1,solar,2021-11-01 00:00:00,0.0
W1,solar,2021-11-01 02:00:00,0.0
W1,solar,2021-11-01 04:00:00,0.0
W1,solar,2021-11-01 06:00:00,0.01896
W1,solar,2021-11-01 08:00:00,0.053680000000000005
W1,solar,2021-11-01 10:00:00,0.07311999999999999
W1,solar,2021-11-01 12:00:00,0.0684
W1,solar,2021-11-01 14:00:00,0.03752
W1,solar,2021-11-01 16:00:00,0.00608
W1,solar,2021-11-01 18:00:00,0.0
W1,solar,2021-11-01 20:00:00,0.0
W1,solar,2021-11-01 22:00:00,0.0
W1,solar,2021-11-02 00:00:00,0.0
W1,solar,2021-11-02 02:00:00,0.0
W1,solar,2021-11-02 04:00:00,0.0
W1,solar,2021-11-02 06:00:00,0.011280000000000002
W1,solar,2021-11-02 08:00:00,0.037680000000000005
W1,solar,2021-11-02 10:00:00,0.05744
W1,solar,2021-11-02 12:00:00,0.05568
W1,solar,2021-11-02 14:00:00,0.034080000000000006
W1,solar,2021-11-02 16:00:00,0.005840000000000001
W1,solar,2021-11-02 18:00:00,0.0
W1,solar,2021-11-02 20:00:00,0.0
W1,solar,2021-11-02 22:00:00,0.0
W1,solar,2021-11-03 00:00:00,0.0
W1,solar,2021-11-03 02:00:00,0.0
W1,solar,2021-11-03 04:00:00,0.0
W1,solar,2021-11-03 06:00:00,0.01152
W1,solar,2021-11-03 08:00:00,0.03856
W1,solar,2021-11-03 10:00:00,0.06391999999999999
W1,solar,2021-11-03 12:00:00,0.06167999999999999
W1,solar,2021-11-03 14:00:00,0.031920000000000004
W1,solar,2021-11-03 16:00:00,0.005920000000000001
W1,solar,2021-11-03 18:00:00,0.0
W1,solar,2021-11-03 20:00:00,0.0
W1,solar,2021-11-03 22:00:00,0.0
W1,solar,2021-11-04 00:00:00,0.0
W1,solar,2021-11-04 02:00:00,0.0
W1,solar,2021-11-04 04:00:00,0.0
W1,solar,2021-11-04 06:00:00,0.006880000000000001
W1,solar,2021-11-04 08:00:00,0.02872
W1,solar,2021-11-04 10:00:00,0.0372
W1,solar,2021-11-04 12:00:00,0.036879999999999996
W1,solar,2021-11-04 14:00:00,0.023119999999999998
W1,solar,2021-11-04 16:00:00,0.00368
W1,solar,2021-11-04 18:00:00,0.0
W1,solar,2021-11-04 20:00:00,0.0
W1,solar,2021-11-04 22:00:00,0.0
W1,solar,2021-11-05 00:00:00,0.0
W1,solar,2021-11-05 02:00:00,0.0
W1,solar,2021-11-05 04:00:00,0.0
W1,solar,2021-11-05 06:00:00,0.00816
W1,solar,2021-11-05 08:00:00,0.0268
W1,solar,2021-11-05 10:00:00,0.04800000000000001
W1,solar,2021-11-05 12:00:00,0.05488
W1,solar,2021-11-05 14:00:00,0.034640000000000004
W1,solar,2021-11-05 16:00:00,0.0064800000000000005
W1,solar,2021-11-05 18:00:00,0.0
W1,solar,2021-11-05 20:00:00,0.0
W1,solar,2021-11-05 22:00:00,0.0
W1,solar,2021-11-06 00:00:00,0.0
W1,solar,2021-11-06 02:00:00,0.0
W1,solar,2021-11-06 04:00:00,0.0
W1,solar,2021-11-06 06:00:00,0.024080000000000004
W1,solar,2021-11-06 08:00:00,0.06704
W1,solar,2021-11-06 10:00:00,0.08544
W1,solar,2021-11-06 12:00:00,0.07416
W1,solar,2021-11-06 14:00:00,0.0376
W1,solar,2021-11-06 16:00:00,0.0048000000000000004
W1,solar,2021-11-06 18:00:00,0.0
W1,solar,2021-11-06 20:00:00,0.0
W1,solar,2021-11-06 22:00:00,0.0
W1,solar,2021-11-07 00:00:00,0.0
W1,solar,2021-11-07 02:00:00,0.0
W1,solar,2021-11-07 04:00:00,0.0
W1,solar,2021-11-07 06:00:00,0.011440000000000002
W1,solar,2021-11-07 08:00:00,0.03888
W1,solar,2021-11-07 10:00:00,0.056080000000000005
W1,solar,2021-11-07 12:00:00,0.05288
W1,solar,2021-11-07 14:00:00,0.02912
W1,solar,2021-11-07 16:00:00,0.004880000000000001
W1,solar,2021-11-07 18:00:00,0.0
W1,solar,2021-11-07 20:00:00,0.0
W1,solar,2021-11-07 22:00:00,0.0
W1,solar,2021-11-08 00:00:00,0.0
W1,solar,2021-11-08 02:00:00,0.0
W1,solar,2021-11-08 04:00:00,0.0
W1,solar,2021-11-08 06:00:00,0.00896
W1,solar,2021-11-08 08:00:00,0.0292
W1,solar,2021-11-08 10:00:00,0.03712
W1,solar,2021-11-08 12:00:00,0.03152
W1,solar,2021-11-08 14:00:00,0.01504
W1,solar,2021-11-08 16:00:00,0.0017599999999999998
W1,solar,2021-11-08 18:00:00,0.0
W1,solar,2021-11-08 20:00:00,0.0
W1,solar,2021-11-08 22:00:00,0.0
W1,solar,2021-11-09 00:00:00,0.0
W1,solar,2021-11-09 02:00:00,0.0
W1,solar,2021-11-09 04:00:00,0.0
W1,solar,2021-11-09 06:00:00,0.005200000000000001
W1,solar,2021-11-09 08:00:00,0.02576
W1,solar,2021-11-09 10:00:00,0.0388
W1,solar,2021-11-09 12:00:00,0.0372
W1,solar,2021-11-09 14:00:00,0.0212
W1,solar,2021-11-09 16:00:00,0.00256
W1,solar,2021-11-09 18:00:00,0.0
W1,solar,2021-11-09 20:00:00,0.0
W1,solar,2021-11-09 22:00:00,0.0
W1,solar,2021-11-10 00:00:00,0.0
W1,solar,2021-11-10 02:00:00,0.0
W1,solar,2021-11-10 04:00:00,0.0
W1,solar,2021-11-10 06:00:00,0.0144
W1,solar,2021-11-10 08:00:00,0.05488
W1,solar,2021-11-10 10:00:00,0.0788
W1,solar,2021-11-10 12:00:00,0.07952000000000001
W1,solar,2021-11-10 14:00:00,0.05288
W1,solar,2021-11-10 16:00:00,0.00928
W1,solar,2021-11-10 18:00:00,0.0
W1,solar,2021-11-10 20:00:00,0.0
W1,solar,2021-11-10 22:00:00,0.0
W1,solar,2021-11-11 00:00:00,0.0
W1,solar,2021-11-11 02:00:00,0.0
W1,solar,2021-11-11 04:00:00,0.0
W1,solar,2021-11-11 06:00:00,0.01576
W1,solar,2021-11-11 08:00:00,0.05592
W1,solar,2021-11-11 10:00:00,0.08032
W1,solar,2021-11-11 12:00:00,0.07904
W1,solar,2021-11-11 14:00:00,0.04688
W1,solar,2021-11-11 16:00:00,0.00792
W1,solar,2021-11-11 18:00:00,0.0
W1,solar,2021-11-11 20:00:00,0.0
W1,solar,2021-11-11 22:00:00,0.0
W1,solar,2021-11-12 00:00:00,0.0
W1,solar,2021-11-12 02:00:00,0.0
W1,solar,2021-11-12 04:00:00,0.0
W1,solar,2021-11-12 06:00:00,0.012960000000000001
W1,solar,2021-11-12 08:00:00,0.050800000000000005
W1,solar,2021-11-12 10:00:00,0.08216000000000001
W1,solar,2021-11-12 12:00:00,0.08072
W1,solar,2021-11-12 14:00:00,0.04792
W1,solar,2021-11-12 16:00:00,0.008480000000000001
W1,solar,2021-11-12 18:00:00,0.0
W1,solar,2021-11-12 20:00:00,0.0
W1,solar,2021-11-12 22:00:00,0.0
W1,solar,2021-11-13 00:00:00,0.0
W1,solar,2021-11-13 02:00:00,0.0
W1,solar,2021-11-13 04:00:00,0.0
W1,solar,2021-11-13 06:00:00,0.022000000000000002
W1,solar,2021-11-13 08:00:00,0.06656
W1,solar,2021-11-13 10:00:00,0.09239999999999998
W1,solar,2021-11-13 12:00:00,0.07952000000000001
W1,solar,2021-11-13 14:00:00,0.0424
W1,solar,2021-11-13 16:00:00,0.005840000000000001
W1,solar,2021-11-13 18:00:00,0.0
W1,solar,2021-11-13 20:00:00,0.0
W1,solar,2021-11-13 22:00:00,0.0
W1,solar,2021-11-14 00:00:00,0.0
W1,solar,2021-11-14 02:00:00,0.0
W1,solar,2021-11-14 04:00:00,0.0
W1,solar,2021-11-14 06:00:00,0.00984
W1,solar,2021-11-14 08:00:00,0.0408
W1,solar,2021-11-14 10:00:00,0.06359999999999999
W1,solar,2021-11-14 12:00:00,0.06151999999999999
W1,solar,2021-11-14 14:00:00,0.03144
W1,solar,2021-11-14 16:00:00,0.0041600000000000005
W1,solar,2021-11-14 18:00:00,0.0
W1,solar,2021-11-14 20:00:00,0.0
W1,solar,2021-11-14 22:00:00,0.0
W1,solar,2021-11-15 00:00:00,0.0
W1,solar,2021-11-15 02:00:00,0.0
W1,solar,2021-11-15 04:00:00,0.0
W1,solar,2021-11-15 06:00:00,0.01888
W1,solar,2021-11-15 08:00:00,0.06456
W1,solar,2021-11-15 10:00:00,0.08616
W1,solar,2021-11-15 12:00:00,0.08224000000000001
W1,solar,2021-11-15 14:00:00,0.05152
W1,solar,2021-11-15 16:00:00,0.01064
W1,solar,2021-11-15 18:00:00,0.0
W1,solar,2021-11-15 20:00:00,0.0
W1,solar,2021-11-15 22:00:00,0.0
W1,solar,2021-11-16 00:00:00,0.0
W1,solar,2021-11-16 02:00:00,0.0
W1,solar,2021-11-16 04:00:00,0.0
W1,solar,2021-11-16 06:00:00,0.011920000000000002
W1,solar,2021-11-16 08:00:00,0.03928
W1,solar,2021-11-16 10:00:00,0.0576
W1,solar,2021-11-16 12:00:00,0.053439999999999994
W1,solar,2021-11-16 14:00:00,0.03032
W1,solar,2021-11-16 16:00:00,0.00528
W1,solar,2021-11-16 18:00:00,0.0
W1,solar,2021-11-16 20:00:00,0.0
W1,solar,2021-11-16 22:00:00,0.0
W1,solar,2021-11-17 00:00:00,0.0
W1,solar,2021-11-17 02:00:00,0.0
W1,solar,2021-11-17 04:00:00,0.0
W1,solar,2021-11-17 06:00:00,0.017360000000000004
W1,solar,2021-11-17 08:00:00,0.053200000000000004
W1,solar,2021-11-17 10:00:00,0.07736000000000001
W1,solar,2021-11-17 12:00:00,0.07272
W1,solar,2021-11-17 14:00:00,0.03488000000000001
W1,solar,2021-11-17 16:00:00,0.004880000000000001
W1,solar,2021-11-17 18:00:00,0.0
W1,solar,2021-11-17 20:00:00,0.0
W1,solar,2021-11-17 22:00:00,0.0
W1,solar,2021-11-18 00:00:00,0.0
W1,solar,2021-11-18 02:00:00,0.0
W1,solar,2021-11-18 04:00:00,0.0
W1,solar,2021-11-18 06:00:00,0.02008
W1,solar,2021-11-18 08:00:00,0.05528
W1,solar,2021-11-18 10:00:00,0.06904
W1,solar,2021-11-18 12:00:00,0.06488
W1,solar,2021-11-18 14:00:00,0.0376
W1,solar,2021-11-18 16:00:00,0.00544
W1,solar,2021-11-18 18:00:00,0.0
W1,solar,2021-11-18 20:00:00,0.0
W1,solar,2021-11-18 22:00:00,0.0
W1,solar,2021-11-19 00:00:00,0.0
W1,solar,2021-11-19 02:00:00,0.0
W1,solar,2021-11-19 04:00:00,0.0
W1,solar,2021-11-19 06:00:00,0.01584
W1,solar,2021-11-19 08:00:00,0.04864
W1,solar,2021-11-19 10:00:00,0.06312000000000001
W1,solar,2021-11-19 12:00:00,0.05088
W1,solar,2021-11-19 14:00:00,0.02744
W1,solar,2021-11-19 16:00:00,0.00432
W1,solar,2021-11-19 18:00:00,0.0
