locs,techs,timesteps,resource_con
W1,solar,2021-01-07 06:00:00,0.01456
W1,solar,2021-01-07 08:00:00,0.04096
W1,solar,2021-01-07 10:00:00,0.052320000000000005
W1,solar,2021-01-07 12:00:00,0.046560000000000004
W1,solar,2021-01-07 14:00:00,0.02536
W1,solar,2021-01-07 16:00:00,0.0044
W1,solar,2021-01-07 18:00:00,0.0
W1,solar,2021-01-07 20:00:00,0.0
W1,solar,2021-01-07 22:00:00,0.0
W1,solar,2021-01-08 00:00:00,0.0
W1,solar,2021-01-08 02:00:00,0.0
W1,solar,2021-01-08 04:00:00,0.0
W1,solar,2021-01-08 06:00:00,0.02168
W1,solar,2021-01-08 08:00:00,0.06
W1,solar,2021-01-08 10:00:00,0.08528000000000001
W1,solar,2021-01-08 12:00:00,0.07696
W1,solar,2021-01-08 14:00:00,0.052640000000000006
W1,solar,2021-01-08 16:00:00,0.008960000000000001
W1,solar,2021-01-08 18:00:00,0.0
W1,solar,2021-01-08 20:00:00,0.0
W1,solar,2021-01-08 22:00:00,0.0
W1,solar,2021-01-09 00:00:00,0.0
W1,solar,2021-01-09 02:00:00,0.0
W1,solar,2021-01-09 04:00:00,0.0
W1,solar,2021-01-09 06:00:00,0.006960000000000001
W1,solar,2021-01-09 08:00:00,0.027039999999999998
W1,solar,2021-01-09 10:00:00,0.04024
W1,solar,2021-01-09 12:00:00,0.044079999999999994
W1,solar,2021-01-09 14:00:00,0.02896
W1,solar,2021-01-09 16:00:00,0.004560000000000001
W1,solar,2021-01-09 18:00:00,0.0
W1,solar,2021-01-09 20:00:00,0.0
W1,solar,2021-01-09 22:00:00,0.0
W1,solar,2021-01-10 00:00:00,0.0
W1,solar,2021-01-10 02:00:00,0.0
W1,solar,2021-01-10 04:00:00,0.0
W1,solar,2021-01-10 06:00:00,0.00432
W1,solar,2021-01-10 08:00:00,0.01736
W1,solar,2021-01-10 10:00:00,0.026479999999999997
W1,solar,2021-01-10 12:00:00,0.028239999999999998
W1,solar,2021-01-10 14:00:00,0.0176
W1,solar,2021-01-10 16:00:00,0.00272
W1,solar,2021-01-10 18:00:00,0.0
W1,solar,2021-01-10 20:00:00,0.0
W1,solar,2021-01-10 22:00:00,0.0
W1,solar,2021-01-11 00:00:00,0.0
W1,solar,2021-01-11 02:00:00,0.0
W1,solar,2021-01-11 04:00:00,0.0
W1,solar,2021-01-11 06:00:00,0.01
W1,solar,2021-01-11 08:00:00,0.03264
W1,solar,2021-01-11 10:00:00,0.04104
W1,solar,2021-01-11 12:00:00,0.0432
W1,solar,2021-01-11 14:00:00,0.03576
W1,solar,2021-01-11 16:00:00,0.0092
W1,solar,2021-01-11 18:00:00,0.0
W1,solar,2021-01-11 20:00:00,0.0
W1,solar,2021-01-11 22:00:00,0.0
W1,solar,2021-01-12 00:00:00,0.0
W1,solar,2021-01-12 02:00:00,0.0
W1,solar,2021-01-12 04:00:00,0.0
W1,solar,2021-01-12 06:00:00,0.012240000000000001
W1,solar,2021-01-12 08:00:00,0.04704
W1,solar,2021-01-12 10:00:00,0.07968
W1,solar,2021-01-12 12:00:00,0.08320000000000001
W1,solar,2021-01-12 14:00:00,0.052480000000000006
W1,solar,2021-01-12 16:00:00,0.010960000000000001
W1,solar,2021-01-12 18:00:00,0.0
W1,solar,2021-01-12 20:00:00,0.0
W1,solar,2021-01-12 22:00:00,0.0
W1,solar,2021-01-13 00:00:00,0.0
W1,solar,2021-01-13 02:00:00,0.0
W1,solar,2021-01-13 04:00:00,0.0
W1,solar,2021-01-13 06:00:00,0.029920000000000002
W1,solar,2021-01-13 08:00:00,0.07672000000000001
W1,solar,2021-01-13 10:00:00,0.10656
W1,solar,2021-01-13 12:00:00,0.10896000000000002
W1,solar,2021-01-13 14:00:00,0.08808
W1,solar,2021-01-13 16:00:00,0.026559999999999997
W1,solar,2021-01-13 18:00:00,0.0
W1,solar,2021-01-13 20:00:00,0.0
W1,solar,2021-01-13 22:00:00,0.0
W1,solar,2021-01-14 00:00:00,0.0
W1,solar,2021-01-14 02:00:00,0.0
W1,solar,2021-01-14 04:00:00,0.0
W1,solar,2021-01-14 06:00:00,0.02928
W1,solar,2021-01-14 08:00:00,0.07296
W1,solar,2021-01-14 10:00:00,0.09
W1,solar,2021-01-14 12:00:00,0.08936
W1,solar,2021-01-14 14:00:00,0.06856
W1,solar,2021-01-14 16:00:00,0.01864
W1,solar,2021-01-14 18:00:00,0.0
W1,solar,2021-01-14 20:00:00,0.0
W1,solar,2021-01-14 22:00:00,0.0
W1,solar,2021-01-15 00:00:00,0.0
W1,solar,2021-01-15 02:00:00,0.0
W1,solar,2021-01-15 04:00:00,0.0
W1,solar,2021-01-15 06:00:00,0.01008
W1,solar,2021-01-15 08:00:00,0.02792
W1,solar,2021-01-15 10:00:00,0.03888
W1,solar,2021-01-15 12:00:00,0.03952
W1,solar,2021-01-15 14:00:00,0.020720000000000002
W1,solar,2021-01-15 16:00:00,0.0024
W1,solar,2021-01-15 18:00:00,0.0
W1,solar,2021-01-15 20:00:00,0.0
W1,solar,2021-01-15 22:00:00,0.0
W1,solar,2021-01-16 00:00:00,0.0
W1,solar,2021-01-16 02:00:00,0.0
W1,solar,2021-01-16 04:00:00,0.0
W1,solar,2021-01-16 06:00:00,0.01344
W1,solar,2021-01-16 08:00:00,0.036320000000000005
W1,solar,2021-01-16 10:00:00,0.053759999999999995
W1,solar,2021-01-16 12:00:00,0.043680000000000004
W1,solar,2021-01-16 14:00:00,0.022719999999999997
W1,solar,2021-01-16 16:00:00,0.0032
W1,solar,2021-01-16 18:00:00,0.0
W1,solar,2021-01-16 20:00:00,0.0
W1,solar,2021-01-16 22:00:00,0.0
W1,solar,2021-01-17 00:00:00,0.0
W1,solar,2021-01-17 02:00:00,0.0
W1,solar,2021-01-17 04:00:00,0.0
W1,solar,2021-01-17 06:00:00,0.02552
W1,solar,2021-01-17 08:00:00,0.06928
W1,solar,2021-01-17 10:00:00,0.09024000000000001
W1,solar,2021-01-17 12:00:00,0.07976000000000001
W1,solar,2021-01-17 14:00:00,0.045759999999999995
W1,solar,2021-01-17 16:00:00,0.0084
W1,solar,2021-01-17 18:00:00,0.0
W1,solar,2021-01-17 20:00:00,0.0
W1,solar,2021-01-17 22:00:00,0.0
W1,solar,2021-01-18 00:00:00,0.0
W1,solar,2021-01-18 02:00:00,0.0
W1,solar,2021-01-18 04:00:00,0.0
W1,solar,2021-01-18 06:00:00,0.01
W1,solar,2021-01-18 08:00:00,0.03216
W1,solar,2021-01-18 10:00:00,0.04288
W1,solar,2021-01-18 12:00:00,0.038079999999999996
W1,solar,2021-01-18 14:00:00,0.01896
W1,solar,2021-01-18 16:00:00,0.0022400000000000002
W1,solar,2021-01-18 18:00:00,0.0
W1,solar,2021-01-18 20:00:00,0.0
W1,solar,2021-01-18 22:00:00,0.0
W1,solar,2021-01-19 00:00:00,0.0
W1,solar,2021-01-19 02:00:00,0.0
W1,solar,2021-01-19 04:00:00,0.0
W1,solar,2021-01-19 06:00:00,0.00776
W1,solar,2021-01-19 08:00:00,0.03072
W1,solar,2021-01-19 10:00:00,0.05
W1,solar,2021-01-19 12:00:00,0.050800000000000005
W1,solar,2021-01-19 14:00:00,0.02792
W1,solar,2021-01-19 16:00:00,0.00376
W1,solar,2021-01-19 18:00:00,0.0
W1,solar,2021-01-19 20:00:00,0.0
W1,solar,2021-01-19 22:00:00,0.0
W1,solar,2021-01-20 00:00:00,0.0
W1,solar,2021-01-20 02:00:00,0.0
W1,solar,2021-01-20 04:00:00,0.0
W1,solar,2021-01-20 06:00:00,0.018
W1,solar,2021-01-20 08:00:00,0.06904
W1,solar,2021-01-20 10:00:00,0.09527999999999999
W1,solar,2021-01-20 12:00:00,0.09888
W1,solar,2021-01-20 14:00:00,0.08072000000000001
W1,solar,2021-01-20 16:00:00,0.02352
W1,solar,2021-01-20 18:00:00,0.0
W1,solar,2021-01-20 20:00:00,0.0
W1,solar,2021-01-20 22:00:00,0.0
W1,solar,2021-01-21 00:00:00,0.0
W1,solar,2021-01-21 02:00:00,0.0
W1,solar,2021-01-21 04:00:00,0.0
W1,solar,2021-01-21 06:00:00,0.05296000000000001
W1,solar,2021-01-21 08:00:00,0.10239999999999999
W1,solar,2021-01-21 10:00:00,0.11712
W1,solar,2021-01-21 12:00:00,0.1124
W1,solar,2021-01-21 14:00:00,0.09032
W1,solar,2021-01-21 16:00:00,0.029840000000000002
W1,solar,2021-01-21 18:00:00,0.0
W1,solar,2021-01-21 20:00:00,0.0
W1,solar,2021-01-21 22:00:00,0.0
W1,solar,2021-01-22 00:00:00,0.0
W1,solar,2021-01-22 02:00:00,0.0
W1,solar,2021-01-22 04:00:00,8e-05
W1,solar,2021-01-22 06:00:00,0.0484
W1,solar,2021-01-22 08:00:00,0.092
W1,solar,2021-01-22 10:00:00,0.1164
W1,solar,2021-01-22 12:00:00,0.11295999999999999
W1,solar,2021-01-22 14:00:00,0.08728
W1,solar,2021-01-22 16:00:00,0.02472
W1,solar,2021-01-22 18:00:00,0.0
W1,solar,2021-01-22 20:00:00,0.0
W1,solar,2021-01-22 22:00:00,0.0
W1,solar,2021-01-23 00:00:00,0.0
W1,solar,2021-01-23 02:00:00,0.0
W1,solar,2021-01-23 04:00:00,0.0
W1,solar,2021-01-23 06:00:00,0.025840000000000002
W1,solar,2021-01-23 08:00:00,0.07336000000000001
W1,solar,2021-01-23 10:00:00,0.0992
W1,solar,2021-01-23 12:00:00,0.08936
W1,solar,2021-01-23 14:00:00,0.06216
W1,solar,2021-01-23 16:00:00,0.01232
W1,solar,2021-01-23 18:00:00,0.0
W1,solar,2021-01-23 20:00:00,0.0
W1,solar,2021-01-23 22:00:00,0.0
W1,solar,2021-01-24 00:00:00,0.0
W1,solar,2021-01-24 02:00:00,0.0
W1,solar,2021-01-24 04:00:00,8e-05
W1,solar,2021-01-24 06:00:00,0.0572
W1,solar,2021-01-24 08:00:00,0.102
W1,solar,2021-01-24 10:00:00,0.11104
W1,solar,2021-01-24 12:00:00,0.10472000000000002
W1,solar,2021-01-24 14:00:00,0.07600000000000001
W1,solar,2021-01-24 16:00:00,0.01848
W1,solar,2021-01-24 18:00:00,0.0
W1,solar,2021-01-24 20:00:00,0.0
W1,solar,2021-01-24 22:00:00,0.0
W1,solar,2021-01-25 00:00:00,0.0
W1,solar,2021-01-25 02:00:00,0.0
W1,solar,2021-01-25 04:00:00,0.0
W1,solar,2021-01-25 06:00:00,0.02728
W1,solar,2021-01-25 08:00:00,0.06608
W1,solar,2021-01-25 10:00:00,0.08327999999999999
W1,solar,2021-01-25 12:00:00,0.07856
W1,solar,2021-01-25 14:00:00,0.04352
W1,solar,2021-01-25 16:00:00,0.00624
W1,solar,2021-01-25 18:00:00,0.0
W1,solar,2021-01-25 20:00:00,0.0
W1,solar,2021-01-25 22:00:00,0.0
W1,solar,2021-01-26 00:00:00,0.0
W1,solar,2021-01-26 02:00:00,0.0
W1,solar,2021-01-26 04:00:00,8e-05
W1,solar,2021-01-26 06:00:00,0.04592000000000001
W1,solar,2021-01-26 08:00:00,0.08904
W1,solar,2021-01-26 10:00:00,0.09655999999999999
W1,solar,2021-01-26 12:00:00,0.0784
W1,solar,2021-01-26 14:00:00,0.04992
W1,solar,2021-01-26 16:00:00,0.010320000000000001
W1,solar,2021-01-26 18:00:00,0.0
W1,solar,2021-01-26 20:00:00,0.0
W1,solar,2021-01-26 22:00:00,0.0
W1,solar,2021-01-27 00:00:00,0.0
W1,solar,2021-01-27 02:00:00,0.0
W1,solar,2021-01-27 04:00:00,0.0
W1,solar,2021-01-27 06:00:00,0.04360000000000001
W1,solar,2021-01-27 08:00:00,0.09264
W1,solar,2021-01-27 10:00:00,0.10296
W1,solar,2021-01-27 12:00:00,0.09776
W1,solar,2021-01-27 14:00:00,0.0752
W1,solar,2021-01-27 16:00:00,0.020800000000000003
W1,solar,2021-01-27 18:00:00,0.0
W1,solar,2021-01-27 20:00:00,0.0
W1,solar,2021-01-27 22:00:00,0.0
W1,solar,2021-01-28 00:00:00,0.0
W1,solar,2021-01-28 02:00:00,0.0
W1,solar,2021-01-28 04:00:00,0.0
W1,solar,2021-01-28 06:00:00,0.03024
W1,solar,2021-01-28 08:00:00,0.07256
W1,solar,2021-01-28 10:00:00,0.09975999999999999
W1,solar,2021-01-28 12:00:00,0.09328
W1,solar,2021-01-28 14:00:00,0.05792
W1,solar,2021-01-28 16:00:00,0.00936
W1,solar,2021-01-28 18:00:00,0.0
W1,solar,2021-01-28 20:00:00,0.0
W1,solar,2021-01-28 22:00:00,0.0
W1,solar,2021-01-29 00:00:00,0.0
W1,solar,2021-01-29 02:00:00,0.0
W1,solar,2021-01-29 04:00:00,0.0
W1,solar,2021-01-29 06:00:00,0.01184
W1,solar,2021-01-29 08:00:00,0.03696
W1,solar,2021-01-29 10:00:00,0.0492
W1,solar,2021-01-29 12:00:00,0.046560000000000004
W1,solar,2021-01-29 14:00:00,0.03184
W1,solar,2021-01-29 16:00:00,0.005680000000000001
W1,solar,2021-01-29 18:00:00,0.0
W1,solar,2021-01-29 20:00:00,0.0
W1,solar,2021-01-29 22:00:00,0.0
W1,solar,2021-01-30 00:00:00,0.0
W1,solar,2021-01-30 02:00:00,0.0
W1,solar,2021-01-30 04:00:00,0.0
W1,solar,2021-01-30 06:00:00,0.021840000000000002
W1,solar,2021-01-30 08:00:00,0.0756
W1,solar,2021-01-30 10:00:00,0.09448000000000001
W1,solar,2021-01-30 12:00:00,0.07752
W1,solar,2021-01-30 14:00:00,0.03264
W1,solar,2021-01-30 16:00:00,0.0048
W1,solar,2021-01-30 18:00:00,0.0
W1,solar,2021-01-30 20:00:00,0.0
W1,solar,2021-01-30 22:00:00,0.0
W1,solar,2021-01-31 00:00:00,0.0
W1,solar,2021-01-31 02:00:00,0.0
W1,solar,2021-01-31 04:00:00,8e-05
W1,solar,2021-01-31 06:00:00,0.050800000000000005
W1,solar,2021-01-31 08:00:00,0.1076
W1,solar,2021-01-31 10:00:00,0.11879999999999999
W1,solar,2021-01-31 12:00:00,0.1116
W1,solar,2021-01-31 14:00:00,0.08103999999999999
W1,solar,2021-01-31 16:00:00,0.027999999999999997
W1,solar,2021-01-31 18:00:00,0.0
W1,solar,2021-01-31 20:00:00,0.0
W1,solar,2021-01-31 22:00:00,0.0
W1,solar,2021-02-01 00:00:00,0.0
W1,solar,2021-02-01 02:00:00,0.0
W1,solar,2021-02-01 04:00:00,0.0
W1,solar,2021-02-01 06:00:00,0.03832
W1,solar,2021-02-01 08:00:00,0.084
W1,solar,2021-02-01 10:00:00,0.10440000000000002
W1,solar,2021-02-01 12:00:00,0.10448
W1,solar,2021-02-01 14:00:00,0.07744
W1,solar,2021-02-01 16:00:00,0.016319999999999998
W1,solar,2021-02-01 18:00:00,0.0
W1,solar,2021-02-01 20:00:00,0.0
W1,solar,2021-02-01 22:00:00,0.0
W1,solar,2021-02-02 00:00:00,0.0
W1,solar,2021-02-02 02:00:00,0.0
W1,solar,2021-02-02 04:00:00,0.0
W1,solar,2021-02-02 06:00:00,0.0296
W1,solar,2021-02-02 08:00:00,0.0684
W1,solar,2021-02-02 10:00:00,0.09128
W1,solar,2021-02-02 12:00:00,0.0936
W1,solar,2021-02-02 14:00:00,0.06648
W1,solar,2021-02-02 16:00:00,0.013039999999999998
W1,solar,2021-02-02 18:00:00,0.0
W1,solar,2021-02-02 20:00:00,0.0
W1,solar,2021-02-02 22:00:00,0.0
W1,solar,2021-02-03 00:00:00,0.0
W1,solar,2021-02-03 02:00:00,0.0
W1,solar,2021-02-03 04:00:00,0.0
W1,solar,2021-02-03 06:00:00,0.03056
W1,solar,2021-02-03 08:00:00,0.07776
W1,solar,2021-02-03 10:00:00,0.10256
W1,solar,2021-02-03 12:00:00,0.09608000000000001
W1,solar,2021-02-03 14:00:00,0.061680000000000006
W1,solar,2021-02-03 16:00:00,0.012719999999999999
W1,solar,2021-02-03 18:00:00,0.0
W1,solar,2021-02-03 20:00:00,0.0
W1,solar,2021-02-03 22:00:00,0.0
W1,solar,2021-02-04 00:00:00,0.0
W1,solar,2021-02-04 02:00:00,0.0
W1,solar,2021-02-04 04:00:00,0.0
W1,solar,2021-02-04 06:00:00,0.0188
W1,solar,2021-02-04 08:00:00,0.04872
W1,solar,2021-02-04 10:00:00,0.06464
W1,solar,2021-02-04 12:00:00,0.05952
W1,solar,2021-02-04 14:00:00,0.032880000000000006
W1,solar,2021-02-04 16:00:00,0.00616
W1,solar,2021-02-04 18:00:00,0.0
W1,solar,2021-02-04 20:00:00,0.0
W1,solar,2021-02-04 22:00:00,0.0
W1,solar,2021-02-05 00:00:00,0.0
W1,solar,2021-02-05 02:00:00,0.0
W1,solar,2021-02-05 04:00:00,0.0
W1,solar,2021-02-05 06:00:00,0.02664
W1,solar,2021-02-05 08:00:00,0.07792
W1,solar,2021-02-05 10:00:00,0.102
W1,solar,2021-02-05 12:00:00,0.09423999999999999
W1,solar,2021-02-05 14:00:00,0.05456
W1,solar,2021-02-05 16:00:00,0.011359999999999999
W1,solar,2021-02-05 18:00:00,0.0
W1,solar,2021-02-05 20:00:00,0.0
W1,solar,2021-02-05 22:00:00,0.0
W1,solar,2021-02-06 00:00:00,0.0
W1,solar,2021-02-06 02:00:00,0.0
W1,solar,2021-02-06 04:00:00,8e-05
W1,solar,2021-02-06 06:00:00,0.044000000000000004
W1,solar,2021-02-06 08:00:00,0.09399999999999999
W1,solar,2021-02-06 10:00:00,0.10640000000000001
W1,solar,2021-02-06 12:00:00,0.10304
W1,solar,2021-02-06 14:00:00,0.08135999999999999
W1,solar,2021-02-06 16:00:00,0.022160000000000003
W1,solar,2021-02-06 18:00:00,0.0
W1,solar,2021-02-06 20:00:00,0.0
W1,solar,2021-02-06 22:00:00,0.0
W1,solar,2021-02-07 00:00:00,0.0
W1,solar,2021-02-07 02:00:00,0.0
W1,solar,2021-02-07 04:00:00,0.0
W1,solar,2021-02-07 06:00:00,0.028239999999999998
W1,solar,2021-02-07 08:00:00,0.09024000000000001
W1,solar,2021-02-07 10:00:00,0.11808
W1,solar,2021-02-07 12:00:00,0.1164
W1,solar,2021-02-07 14:00:00,0.09768
W1,solar,2021-02-07 16:00:00,0.03504
W1,solar,2021-02-07 18:00:00,0.0
W1,solar,2021-02-07 20:00:00,0.0
W1,solar,2021-02-07 22:00:00,0.0
W1,solar,2021-02-08 00:00:00,0.0
W1,solar,2021-02-08 02:00:00,0.0
W1,solar,2021-02-08 04:00:00,8e-05
W1,solar,2021-02-08 06:00:00,0.03952
W1,solar,2021-02-08 08:00:00,0.07232
W1,solar,2021-02-08 10:00:00,0.09088000000000002
W1,solar,2021-02-08 12:00:00,0.08824000000000001
W1,solar,2021-02-08 14:00:00,0.06504
W1,solar,2021-02-08 16:00:00,0.013760000000000001
W1,solar,2021-02-08 18:00:00,0.0
W1,solar,2021-02-08 20:00:00,0.0
W1,solar,2021-02-08 22:00:00,0.0
W1,solar,2021-02-09 00:00:00,0.0
W1,solar,2021-02-09 02:00:00,0.0
W1,solar,2021-02-09 04:00:00,0.0
W1,solar,2021-02-09 06:00:00,0.00632
W1,solar,2021-02-09 08:00:00,0.025840000000000002
W1,solar,2021-02-09 10:00:00,0.04327999999999999
W1,solar,2021-02-09 12:00:00,0.04008
W1,solar,2021-02-09 14:00:00,0.02048
W1,solar,2021-02-09 16:00:00,0.00264
W1,solar,2021-02-09 18:00:00,0.0
W1,solar,2021-02-09 20:00:00,0.0
W1,solar,2021-02-09 22:00:00,0.0
W1,solar,2021-02-10 00:00:00,0.0
W1,solar,2021-02-10 02:00:00,0.0
W1,solar,2021-02-10 04:00:00,0.0
W1,solar,2021-02-10 06:00:00,0.045759999999999995
W1,solar,2021-02-10 08:00:00,0.09568000000000002
W1,solar,2021-02-10 10:00:00,0.11456
W1,solar,2021-02-10 12:00:00,0.11112
W1,solar,2021-02-10 14:00:00,0.08152
W1,solar,2021-02-10 16:00:00,0.0224
W1,solar,2021-02-10 18:00:00,0.0
W1,solar,2021-02-10 20:00:00,0.0
W1,solar,2021-02-10 22:00:00,0.0
W1,solar,2021-02-11 00:00:00,0.0
W1,solar,2021-02-11 02:00:00,0.0
W1,solar,2021-02-11 04:00:00,8e-05
W1,solar,2021-02-11 06:00:00,0.04104
W1,solar,2021-02-11 08:00:00,0.09056000000000002
W1,solar,2021-02-11 10:00:00,0.11104
W1,solar,2021-02-11 12:00:00,0.10528000000000001
W1,solar,2021-02-11 14:00:00,0.07048
W1,solar,2021-02-11 16:00:00,0.01592
W1,solar,2021-02-11 18:00:00,0.0
W1,solar,2021-02-11 20:00:00,0.0
W1,solar,2021-02-11 22:00:00,0.0
W1,solar,2021-02-12 00:00:00,0.0
W1,solar,2021-02-12 02:00:00,0.0
W1,solar,2021-02-12 04:00:00,0.0
W1,solar,2021-02-12 06:00:00,0.027039999999999998
W1,solar,2021-02-12 08:00:00,0.07944000000000001
W1,solar,2021-02-12 10:00:00,0.10440000000000002
W1,solar,2021-02-12 12:00:00,0.09184000000000002
W1,solar,2021-02-12 14:00:00,0.057999999999999996
W1,solar,2021-02-12 16:00:00,0.0168
W1,solar,2021-02-12 18:00:00,0.0
W1,solar,2021-02-12 20:00:00,0.0
W1,solar,2021-02-12 22:00:00,0.0
W1,solar,2021-02-13 00:00:00,0.0
W1,solar,2021-02-13 02:00:00,0.0
W1,solar,2021-02-13 04:00:00,0.00024
W1,solar,2021-02-13 06:00:00,0.06856
W1,solar,2021-02-13 08:00:00,0.11368
W1,solar,2021-02-13 10:00:00,0.11856
W1,solar,2021-02-13 12:00:00,0.11344
W1,solar,2021-02-13 14:00:00,0.08408
W1,solar,2021-02-13 16:00:00,0.026400000000000003
W1,solar,2021-02-13 18:00:00,0.0
W1,solar,2021-02-13 20:00:00,0.0
W1,solar,2021-02-13 22:00:00,0.0
W1,solar,2021-02-14 00:00:00,0.0
W1,solar,2021-02-14 02:00:00,0.0
W1,solar,2021-02-14 04:00:00,8e-05
W1,solar,2021-02-14 06:00:00,0.05136
W1,solar,2021-02-14 08:00:00,0.09184000000000002
W1,solar,2021-02-14 10:00:00,0.09568
W1,solar,2021-02-14 12:00:00,0.07712
W1,solar,2021-02-14 14:00:00,0.031120000000000002
W1,solar,2021-02-14 16:00:00,0.004399999999999999
W1,solar,2021-02-14 18:00:00,0.0
W1,solar,2021-02-14 20:00:00,0.0
W1,solar,2021-02-14 22:00:00,0.0
W1,solar,2021-02-15 00:00:00,0.0
W1,solar,2021-02-15 02:00:00,0.0
W1,solar,2021-02-15 04:00:00,0.0
W1,solar,2021-02-15 06:00:00,0.00824
W1,solar,2021-02-15 08:00:00,0.03432
W1,solar,2021-02-15 10:00:00,0.05328
W1,solar,2021-02-15 12:00:00,0.04664
W1,solar,2021-02-15 14:00:00,0.022879999999999998
W1,solar,2021-02-15 16:00:00,0.00304
W1,solar,2021-02-15 18:00:00,0.0
W1,solar,2021-02-15 20:00:00,0.0
W1,solar,2021-02-15 22:00:00,0.0
W1,solar,2021-02-16 00:00:00,0.0
W1,solar,2021-02-16 02:00:00,0.0
W1,solar,2021-02-16 04:00:00,0.0
W1,solar,2021-02-16 06:00:00,0.011760000000000001
W1,solar,2021-02-16 08:00:00,0.0364
W1,solar,2021-02-16 10:00:00,0.04616
W1,solar,2021-02-16 12:00:00,0.04072
W1,solar,2021-02-16 14:00:00,0.0236
W1,solar,2021-02-16 16:00:00,0.004
W1,solar,2021-02-16 18:00:00,0.0
W1,solar,2021-02-16 20:00:00,0.0
W1,solar,2021-02-16 22:00:00,0.0
W1,solar,2021-02-17 00:00:00,0.0
W1,solar,2021-02-17 02:00:00,0.0
W1,solar,2021-02-17 04:00:00,0.0
W1,solar,2021-02-17 06:00:00,0.03696
W1,solar,2021-02-17 08:00:00,0.0876
W1,solar,2021-02-17 10:00:00,0.10751999999999999
W1,solar,2021-02-17 12:00:00,0.10632
W1,solar,2021-02-17 14:00:00,0.08176
W1,solar,2021-02-17 16:00:00,0.0292
W1,solar,2021-02-17 18:00:00,0.0
W1,solar,2021-02-17 20:00:00,0.0
W1,solar,2021-02-17 22:00:00,0.0
W1,solar,2021-02-18 00:00:00,0.0
W1,solar,2021-02-18 02:00:00,0.0
W1,solar,2021-02-18 04:00:00,0.0
W1,solar,2021-02-18 06:00:00,0.028079999999999997
W1,solar,2021-02-18 08:00:00,0.06384000000000001
W1,solar,2021-02-18 10:00:00,0.09088000000000002
W1,solar,2021-02-18 12:00:00,0.09248
W1,solar,2021-02-18 14:00:00,0.061840000000000006
W1,solar,2021-02-18 16:00:00,0.01376
W1,solar,2021-02-18 18:00:00,0.0
W1,solar,2021-02-18 20:00:00,0.0
W1,solar,2021-02-18 22:00:00,0.0
W1,solar,2021-02-19 00:00:00,0.0
W1,solar,2021-02-19 02:00:00,0.0
W1,solar,2021-02-19 04:00:00,0.0
W1,solar,2021-02-19 06:00:00,0.04
W1,solar,2021-02-19 08:00:00,0.08608
W1,solar,2021-02-19 10:00:00,0.10687999999999999
W1,solar,2021-02-19 12:00:00,0.11128
W1,solar,2021-02-19 14:00:00,0.08584
W1,solar,2021-02-19 16:00:00,0.02368
W1,solar,2021-02-19 18:00:00,0.0
W1,solar,2021-02-19 20:00:00,0.0
W1,solar,2021-02-19 22:00:00,0.0
W1,solar,2021-02-20 00:00:00,0.0
W1,solar,2021-02-20 02:00:00,0.0
W1,solar,2021-02-20 04:00:00,0.0
W1,solar,2021-02-20 06:00:00,0.03768
W1,solar,2021-02-20 08:00:00,0.08
W1,solar,2021-02-20 10:00:00,0.10544
W1,solar,2021-02-20 12:00:00,0.10432000000000001
W1,solar,2021-02-20 14:00:00,0.06872
W1,solar,2021-02-20 16:00:00,0.012799999999999999
W1,solar,2021-02-20 18:00:00,0.0
W1,solar,2021-02-20 20:00:00,0.0
W1,solar,2021-02-20 22:00:00,0.0
W1,solar,2021-02-21 00:00:00,0.0
W1,solar,2021-02-21 02:00:00,0.0
W1,solar,2021-02-21 04:00:00,0.0
W1,solar,2021-02-21 06:00:00,0.02688
W1,solar,2021-02-21 08:00:00,0.08591999999999998
W1,solar,2021-02-21 10:00:00,0.10600000000000001
W1,solar,2021-02-21 12:00:00,0.10400000000000001
W1,solar,2021-02-21 14:00:00,0.07944000000000001
W1,solar,2021-02-21 16:00:00,0.020960000000000003
W1,solar,2021-02-21 18:00:00,0.0
W1,solar,2021-02-21 20:00:00,0.0
W1,solar,2021-02-21 22:00:00,0.0
W1,solar,2021-02-22 00:00:00,0.0
W1,solar,2021-02-22 02:00:00,0.0
W1,solar,2021-02-22 04:00:00,0.0
W1,solar,2021-02-22 06:00:00,0.01728
W1,solar,2021-02-22 08:00:00,0.059840000000000004
W1,solar,2021-02-22 10:00:00,0.08432
W1,solar,2021-02-22 12:00:00,0.0904
W1,solar,2021-02-22 14:00:00,0.07072
W1,solar,2021-02-22 16:00:00,0.019039999999999998
W1,solar,2021-02-22 18:00:00,0.0
W1,solar,2021-02-22 20:00:00,0.0
W1,solar,2021-02-22 22:00:00,0.0
W1,solar,2021-02-23 00:00:00,0.0
W1,solar,2021-02-23 02:00:00,0.0
W1,solar,2021-02-23 04:00:00,8e-05
W1,solar,2021-02-23 06:00:00,0.04984
W1,solar,2021-02-23 08:00:00,0.09911999999999999
W1,solar,2021-02-23 10:00:00,0.11392
W1,solar,2021-02-23 12:00:00,0.11096
W1,solar,2021-02-23 14:00:00,0.07824
W1,solar,2021-02-23 16:00:00,0.01424
W1,solar,2021-02-23 18:00:00,0.0
W1,solar,2021-02-23 20:00:00,0.0
W1,solar,2021-02-23 22:00:00,0.0
W1,solar,2021-02-24 00:00:00,0.0
W1,solar,2021-02-24 02:00:00,0.0
W1,solar,2021-02-24 04:00:00,8e-05
