,W1,W2,W3,W4,W5,W6,W7,C1,C2,C3,C4,C5,S1,S2,S3,E1,E2,E3,E4,E5,N1,N2
2021/01/01 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 5:00:00,0,0,0,0,0,0.0002,0,0.0018,0.0032,0.0042,0.006,0.0012,0,0,0,0,0,0,0,0,0,0
2021/01/01 6:00:00,0.015,0.034,0.032,0.038,0.0614,0.0538,0,0.067,0.069,0.0724,0.061,0.0296,0,0,0.0068,0.003666667,0.0025,0.0038,0.0164,0.038,0.0366,0.0298
2021/01/01 7:00:00,0.07,0.1472,0.122,0.16,0.1604,0.1524,0,0.1566,0.152,0.1578,0.1432,0.0842,0,0,0.0564,0.038,0.0385,0.0484,0.1118,0.23,0.2102,0.1762
2021/01/01 8:00:00,0.134,0.2986,0.219,0.309,0.2424,0.2524,0,0.2304,0.229,0.24,0.2228,0.1594,0,0,0.128,0.099333333,0.112,0.132,0.2554,0.4342,0.4134,0.3598
2021/01/01 9:00:00,0.198,0.4158,0.307,0.424,0.303,0.3104,0,0.2694,0.2786,0.267,0.3018,0.2338,0,0,0.2034,0.187,0.2405,0.233,0.4014,0.5608,0.5498,0.5296
2021/01/01 10:00:00,0.253,0.4798,0.343,0.481,0.3502,0.3524,0,0.301,0.35,0.3242,0.3898,0.2796,0,0,0.2886,0.289666667,0.3345,0.329,0.5026,0.6112,0.5848,0.6206
2021/01/01 11:00:00,0.285,0.5062,0.373,0.501,0.384,0.3692,0,0.2984,0.3534,0.3384,0.4244,0.2886,0,0,0.3474,0.354,0.379,0.3978,0.5522,0.63,0.5748,0.6516
2021/01/01 12:00:00,0.294,0.4824,0.396,0.472,0.3718,0.328,0,0.2702,0.313,0.3228,0.4014,0.2626,0,0,0.371,0.378333333,0.419,0.4368,0.5526,0.623,0.5072,0.6428
2021/01/01 13:00:00,0.296,0.409,0.378,0.392,0.3258,0.2708,0,0.2124,0.2362,0.267,0.329,0.2096,0,0,0.3576,0.382,0.449,0.43,0.5146,0.5736,0.3992,0.5884
2021/01/01 14:00:00,0.253,0.2998,0.312,0.28,0.2212,0.2024,0,0.161,0.1668,0.1832,0.2086,0.1548,0,0,0.3132,0.372333333,0.4475,0.3572,0.4428,0.4694,0.2536,0.4758
2021/01/01 15:00:00,0.194,0.1704,0.192,0.153,0.1082,0.134,0,0.096,0.0952,0.097,0.1056,0.0996,0,0,0.2374,0.332,0.388,0.2404,0.3114,0.2854,0.124,0.2784
2021/01/01 16:00:00,0.07,0.0654,0.061,0.055,0.032,0.0516,0,0.0332,0.0322,0.0288,0.0308,0.0414,0,0,0.141,0.227333333,0.258,0.1198,0.1544,0.1172,0.0432,0.114
2021/01/01 17:00:00,0.003,0.0038,0.002,0.002,0,0.002,0,0.0004,0.0002,0,0,0,0,0,0.0498,0.088,0.0895,0.028,0.0314,0.0204,0.0056,0.0232
2021/01/01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 5:00:00,0,0,0,0,0.0002,0,0,0,0.0014,0.0024,0.008,0.0072,0,0,0,0,0,0,0,0,0,0
2021/01/02 6:00:00,0.027,0.0214,0.037,0.021,0.0496,0.0202,0,0.03,0.0522,0.0558,0.081,0.0716,0,0,0.0166,0.006333333,0.005,0.0038,0.0022,0.0008,0.0026,0.0024
2021/01/02 7:00:00,0.104,0.0776,0.145,0.076,0.1666,0.0754,0,0.1076,0.1404,0.1528,0.1796,0.1674,0,0,0.0982,0.063333333,0.052,0.0476,0.0368,0.0322,0.0446,0.0426
2021/01/02 8:00:00,0.2,0.148,0.261,0.145,0.2602,0.1522,0,0.2012,0.2364,0.2316,0.2774,0.2554,0,0,0.1902,0.152,0.1255,0.1162,0.0958,0.0968,0.1166,0.1126
2021/01/02 9:00:00,0.315,0.208,0.348,0.205,0.3112,0.2248,0,0.2902,0.3316,0.306,0.3694,0.3188,0,0,0.2738,0.247,0.1995,0.1788,0.1636,0.1736,0.1872,0.1942
2021/01/02 10:00:00,0.407,0.2514,0.438,0.247,0.3354,0.2868,0,0.3664,0.4058,0.3758,0.44,0.3674,0,0,0.3444,0.326,0.2555,0.2238,0.2212,0.2462,0.2444,0.267
2021/01/02 11:00:00,0.436,0.2676,0.404,0.26,0.385,0.3292,0,0.426,0.4568,0.4258,0.4846,0.3958,0,0,0.3948,0.373333333,0.299,0.2454,0.2532,0.305,0.2768,0.3144
2021/01/02 12:00:00,0.391,0.2576,0.333,0.249,0.3808,0.3446,0,0.4574,0.4632,0.425,0.489,0.377,0,0,0.3896,0.376666667,0.3285,0.2482,0.2592,0.3386,0.2862,0.3392
2021/01/02 13:00:00,0.315,0.2208,0.244,0.215,0.3254,0.3054,0,0.399,0.4076,0.373,0.4408,0.3188,0,0,0.3536,0.356333333,0.3225,0.222,0.2426,0.322,0.272,0.3376
2021/01/02 14:00:00,0.224,0.1648,0.169,0.161,0.2222,0.245,0,0.2738,0.297,0.2698,0.3116,0.2272,0,0,0.277,0.297333333,0.279,0.1812,0.2006,0.2344,0.2294,0.2796
2021/01/02 15:00:00,0.129,0.0986,0.104,0.096,0.1144,0.1664,0,0.1534,0.171,0.1578,0.181,0.1326,0,0,0.194,0.211333333,0.2,0.1286,0.1402,0.143,0.1594,0.195
2021/01/02 16:00:00,0.046,0.0372,0.037,0.036,0.032,0.0776,0,0.052,0.0594,0.054,0.0536,0.0402,0,0,0.1046,0.114666667,0.111,0.0702,0.0696,0.065,0.0824,0.0878
2021/01/02 17:00:00,0.001,0.0018,0,0.001,0,0.0068,0,0.0024,0.002,0.0008,0,0,0,0,0.0308,0.030333333,0.031,0.0174,0.0148,0.0124,0.0166,0.0152
2021/01/02 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/02 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 5:00:00,0,0,0,0,0,0.0034,0,0.008,0.016,0.013,0.0152,0.0184,0,0,0,0,0,0,0,0,0,0
2021/01/03 6:00:00,0.017,0.0758,0.038,0.085,0.0628,0.1286,0,0.1398,0.1616,0.1328,0.1526,0.1574,0,0,0.0344,0.031,0.033,0.0246,0.016,0.0146,0.0104,0.0182
2021/01/03 7:00:00,0.071,0.2354,0.137,0.259,0.1974,0.309,0,0.3216,0.3404,0.301,0.3128,0.3584,0,0,0.1754,0.189333333,0.183,0.1544,0.1126,0.1218,0.1082,0.1346
2021/01/03 8:00:00,0.161,0.3686,0.244,0.394,0.3224,0.4094,0,0.4282,0.476,0.4488,0.4436,0.5088,0,0,0.3538,0.400666667,0.387,0.3482,0.279,0.3252,0.2728,0.3142
2021/01/03 9:00:00,0.247,0.471,0.34,0.486,0.4158,0.4786,0,0.5116,0.5504,0.5418,0.5372,0.5984,0,0,0.4724,0.541666667,0.522,0.4852,0.4328,0.4598,0.4002,0.4624
2021/01/03 10:00:00,0.294,0.528,0.419,0.546,0.455,0.526,0,0.5534,0.586,0.595,0.594,0.6538,0,0,0.5502,0.625333333,0.6015,0.565,0.5428,0.5182,0.4806,0.5374
2021/01/03 11:00:00,0.334,0.534,0.45,0.548,0.4664,0.5388,0,0.5544,0.5806,0.6266,0.604,0.6608,0,0,0.5888,0.659666667,0.6325,0.6018,0.5776,0.552,0.528,0.5652
2021/01/03 12:00:00,0.339,0.5014,0.437,0.512,0.4392,0.5036,0,0.5078,0.5304,0.6006,0.5686,0.6422,0,0,0.598,0.665666667,0.632,0.6076,0.5814,0.5586,0.5282,0.5474
2021/01/03 13:00:00,0.301,0.4316,0.363,0.438,0.3748,0.4304,0,0.4196,0.4302,0.503,0.4718,0.5548,0,0,0.566,0.637333333,0.5995,0.579,0.542,0.5224,0.474,0.4892
2021/01/03 14:00:00,0.232,0.3208,0.267,0.333,0.2814,0.3114,0,0.2914,0.307,0.3512,0.324,0.3474,0,0,0.492,0.556,0.514,0.5182,0.4696,0.4246,0.37,0.3802
2021/01/03 15:00:00,0.155,0.2052,0.183,0.218,0.1738,0.1796,0,0.174,0.1844,0.2106,0.1822,0.2074,0,0,0.3688,0.377666667,0.36,0.3876,0.3328,0.2476,0.255,0.2546
2021/01/03 16:00:00,0.069,0.0958,0.069,0.101,0.062,0.0712,0,0.071,0.0674,0.0712,0.0528,0.0662,0,0,0.2148,0.230666667,0.2185,0.2512,0.1722,0.0934,0.126,0.1196
2021/01/03 17:00:00,0.004,0.0088,0.004,0.009,0.0018,0.005,0,0.004,0.0026,0.0014,0.0002,0.0002,0,0,0.0732,0.055666667,0.055,0.0814,0.0414,0.0158,0.027,0.0284
2021/01/03 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0
2021/01/03 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 5:00:00,0,0,0,0,0,0,0,0,0.0006,0.0024,0.0018,0.0052,0,0,0,0,0,0,0,0,0,0
2021/01/04 6:00:00,0.041,0.056,0.054,0.06,0.0678,0.0472,0,0.0362,0.0398,0.0522,0.0442,0.0572,0,0,0.0062,0.009333333,0.014,0.014,0.018,0.0116,0.004,0.0042
2021/01/04 7:00:00,0.188,0.1934,0.222,0.213,0.2234,0.1392,0,0.1378,0.1132,0.137,0.122,0.1336,0,0,0.0588,0.072666667,0.088,0.0946,0.1106,0.0796,0.0566,0.0556
2021/01/04 8:00:00,0.349,0.338,0.386,0.377,0.38,0.2424,0,0.2756,0.2226,0.2468,0.212,0.2194,0,0,0.141,0.157333333,0.178,0.2068,0.2254,0.1756,0.149,0.1358
2021/01/04 9:00:00,0.477,0.4214,0.497,0.452,0.4892,0.3266,0,0.3682,0.3194,0.323,0.276,0.3012,0,0,0.233,0.251333333,0.2825,0.328,0.349,0.2638,0.2604,0.2144
2021/01/04 10:00:00,0.572,0.5164,0.579,0.549,0.5472,0.3704,0,0.4558,0.4296,0.391,0.3284,0.3496,0,0,0.3104,0.339,0.382,0.4298,0.4292,0.3168,0.329,0.2738
2021/01/04 11:00:00,0.618,0.5934,0.642,0.626,0.5944,0.397,0,0.4882,0.4988,0.4504,0.3648,0.3734,0,0,0.3734,0.402333333,0.465,0.4914,0.4718,0.3534,0.3474,0.2966
2021/01/04 12:00:00,0.633,0.6136,0.656,0.641,0.5866,0.3786,0,0.4512,0.5066,0.4664,0.3608,0.362,0,0,0.4076,0.437666667,0.505,0.4982,0.4794,0.3438,0.331,0.312
2021/01/04 13:00:00,0.61,0.5864,0.63,0.612,0.5068,0.3226,0,0.3984,0.448,0.4068,0.3464,0.3154,0,0,0.392,0.428666667,0.473,0.452,0.441,0.3026,0.303,0.298
2021/01/04 14:00:00,0.532,0.4756,0.537,0.476,0.3598,0.233,0,0.2942,0.3388,0.2852,0.2548,0.2294,0,0,0.3222,0.365333333,0.3995,0.3618,0.3604,0.2394,0.2536,0.2438
2021/01/04 15:00:00,0.36,0.3146,0.319,0.301,0.2002,0.1466,0,0.1776,0.2244,0.1728,0.1642,0.1352,0,0,0.2226,0.264666667,0.273,0.25,0.2496,0.1746,0.1866,0.1762
2021/01/04 16:00:00,0.139,0.1378,0.103,0.131,0.0622,0.0626,0,0.0636,0.088,0.0642,0.0618,0.042,0,0,0.123,0.153,0.1535,0.1362,0.1314,0.0986,0.1048,0.1026
2021/01/04 17:00:00,0.013,0.0192,0.008,0.018,0.0026,0.0044,0,0.0044,0.0058,0.002,0.0012,0,0,0,0.038,0.046333333,0.047,0.0374,0.0324,0.027,0.0302,0.0304
2021/01/04 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 5:00:00,0,0,0,0,0,0,0,0.0002,0.0032,0.0046,0.006,0.0108,0,0,0,0,0,0,0,0,0,0
2021/01/05 6:00:00,0.024,0.0552,0.05,0.056,0.0316,0.0364,0,0.0378,0.0638,0.0844,0.0708,0.1134,0,0,0.009,0.015333333,0.0175,0.0204,0.0188,0.0174,0.0102,0.0114
2021/01/05 7:00:00,0.094,0.1532,0.15,0.15,0.0956,0.1138,0,0.1272,0.1402,0.1816,0.18,0.2718,0,0,0.0772,0.116666667,0.114,0.131,0.114,0.1088,0.098,0.0904
2021/01/05 8:00:00,0.204,0.2606,0.272,0.253,0.175,0.228,0,0.2236,0.2046,0.2426,0.296,0.3984,0,0,0.1858,0.263666667,0.2515,0.2702,0.2236,0.2322,0.2168,0.2138
2021/01/05 9:00:00,0.29,0.3604,0.377,0.352,0.266,0.3182,0,0.301,0.2888,0.3114,0.3866,0.4956,0,0,0.2908,0.394333333,0.3895,0.373,0.3188,0.3438,0.3054,0.3518
2021/01/05 10:00:00,0.386,0.4362,0.451,0.428,0.3324,0.3772,0,0.3724,0.3592,0.3794,0.4622,0.5598,0,0,0.3724,0.516333333,0.5055,0.438,0.3886,0.4334,0.3484,0.46
2021/01/05 11:00:00,0.452,0.4768,0.479,0.475,0.367,0.4372,0,0.4236,0.3734,0.4014,0.4716,0.572,0,0,0.4124,0.56,0.553,0.464,0.4212,0.494,0.3302,0.521
2021/01/05 12:00:00,0.457,0.4536,0.447,0.453,0.3494,0.4442,0,0.4156,0.3488,0.3662,0.435,0.5186,0,0,0.419,0.559333333,0.546,0.4544,0.4246,0.516,0.3402,0.5256
2021/01/05 13:00:00,0.389,0.3714,0.36,0.37,0.2954,0.4064,0,0.3642,0.2568,0.2824,0.3372,0.4288,0,0,0.3824,0.527333333,0.503,0.4146,0.3874,0.4948,0.3146,0.466
2021/01/05 14:00:00,0.298,0.2524,0.267,0.249,0.2342,0.316,0,0.2684,0.166,0.1774,0.1936,0.305,0,0,0.2892,0.450333333,0.427,0.361,0.3332,0.414,0.2516,0.3618
2021/01/05 15:00:00,0.18,0.1408,0.157,0.136,0.1558,0.2032,0,0.1512,0.0838,0.0904,0.0886,0.18,0,0,0.1882,0.313,0.328,0.2808,0.2496,0.2726,0.1816,0.2272
2021/01/05 16:00:00,0.077,0.0504,0.062,0.047,0.0606,0.076,0,0.0476,0.0262,0.024,0.021,0.0534,0,0,0.0942,0.168666667,0.1765,0.1622,0.1452,0.144,0.1038,0.132
2021/01/05 17:00:00,0.006,0.0032,0.003,0.003,0.0028,0.0046,0,0.0014,0,0,0,0,0,0,0.0258,0.049,0.055,0.0508,0.038,0.0272,0.0276,0.0314
2021/01/05 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 5:00:00,0,0,0,0,0.001,0,0,0.0004,0.001,0.0018,0.004,0.0084,0,0,0,0,0,0,0,0,0,0
2021/01/06 6:00:00,0.035,0.0418,0.04,0.048,0.0832,0.038,0,0.0488,0.048,0.0534,0.0646,0.1008,0,0,0.0032,0.012666667,0.022,0.0294,0.0384,0.0362,0.0168,0.0244
2021/01/06 7:00:00,0.134,0.142,0.125,0.154,0.2632,0.1202,0,0.1516,0.1432,0.15,0.1666,0.2318,0,0,0.046,0.098666667,0.1325,0.1604,0.196,0.1738,0.125,0.1534
2021/01/06 8:00:00,0.26,0.2462,0.276,0.257,0.4288,0.2336,0,0.2796,0.2488,0.2446,0.2838,0.3628,0,0,0.1248,0.215666667,0.268,0.3242,0.3788,0.301,0.2854,0.3022
2021/01/06 9:00:00,0.384,0.3182,0.398,0.322,0.5076,0.327,0,0.3932,0.3416,0.3488,0.4094,0.4762,0,0,0.2194,0.329666667,0.381,0.4536,0.4876,0.394,0.3676,0.3908
2021/01/06 10:00:00,0.483,0.3778,0.504,0.385,0.564,0.3846,0,0.47,0.4136,0.436,0.4732,0.5486,0,0,0.3078,0.427,0.4725,0.5438,0.5626,0.48,0.3942,0.4598
2021/01/06 11:00:00,0.534,0.4172,0.554,0.435,0.5836,0.4118,0,0.4936,0.4354,0.4766,0.502,0.5672,0,0,0.3644,0.494666667,0.516,0.5892,0.5924,0.5474,0.414,0.5054
2021/01/06 12:00:00,0.549,0.4168,0.566,0.44,0.567,0.402,0,0.455,0.4154,0.4708,0.4908,0.5492,0,0,0.3884,0.506,0.508,0.5954,0.5828,0.5388,0.4298,0.5142
2021/01/06 13:00:00,0.517,0.3862,0.521,0.418,0.5276,0.3612,0,0.39,0.364,0.4334,0.448,0.4872,0,0,0.3722,0.474,0.464,0.5542,0.5444,0.47,0.3964,0.4786
2021/01/06 14:00:00,0.447,0.3198,0.438,0.353,0.4396,0.284,0,0.2854,0.2782,0.358,0.3556,0.3502,0,0,0.312,0.395666667,0.389,0.4806,0.4814,0.3768,0.3268,0.3846
2021/01/06 15:00:00,0.3,0.1944,0.253,0.215,0.2802,0.1762,0,0.1506,0.1684,0.2348,0.2146,0.2106,0,0,0.2126,0.261,0.272,0.3692,0.3544,0.236,0.2232,0.2566
2021/01/06 16:00:00,0.123,0.0894,0.118,0.102,0.0944,0.0632,0,0.0462,0.0654,0.0928,0.0792,0.058,0,0,0.1164,0.144,0.147,0.212,0.21,0.1078,0.1246,0.1392
2021/01/06 17:00:00,0.01,0.007,0.008,0.008,0.0044,0.0028,0,0.0018,0.0028,0.0036,0.0018,0,0,0,0.0342,0.037,0.038,0.0564,0.0608,0.027,0.032,0.0308
2021/01/06 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 5:00:00,0,0,0,0,0,0.0008,0,0.004,0.0094,0.0158,0.01,0.0066,0,0,0,0,0,0,0,0,0,0
2021/01/07 6:00:00,0.048,0.0668,0.041,0.07,0.0512,0.0762,0,0.1054,0.1314,0.1564,0.0954,0.0832,0,0,0.0048,0.014333333,0.022,0.0228,0.033,0.017,0.0422,0.022
2021/01/07 7:00:00,0.134,0.197,0.116,0.195,0.1554,0.2082,0,0.2614,0.2954,0.3052,0.2222,0.2164,0,0,0.0588,0.103,0.1375,0.1334,0.1746,0.13,0.266,0.1626
2021/01/07 8:00:00,0.226,0.3172,0.203,0.311,0.3002,0.3204,0,0.389,0.424,0.4132,0.3712,0.358,0,0,0.1578,0.242666667,0.312,0.3084,0.3714,0.3066,0.5176,0.3744
2021/01/07 9:00:00,0.286,0.3956,0.28,0.383,0.4376,0.3938,0,0.4766,0.5254,0.4848,0.49,0.4722,0,0,0.2744,0.395666667,0.4685,0.4638,0.5312,0.462,0.629,0.5178
2021/01/07 10:00:00,0.321,0.4594,0.344,0.451,0.5448,0.4434,0,0.521,0.5818,0.5436,0.5648,0.5568,0,0,0.382,0.511666667,0.548,0.5362,0.6114,0.5412,0.685,0.5708
2021/01/07 11:00:00,0.333,0.4956,0.378,0.488,0.5896,0.4744,0,0.5244,0.5908,0.5674,0.5946,0.5986,0,0,0.4606,0.576333333,0.563,0.5544,0.6222,0.5668,0.709,0.5742
2021/01/07 12:00:00,0.314,0.503,0.357,0.499,0.5868,0.4596,0,0.482,0.5514,0.5532,0.5764,0.5824,0,0,0.5004,0.591333333,0.544,0.558,0.6224,0.5936,0.712,0.5528
2021/01/07 13:00:00,0.268,0.4542,0.312,0.448,0.4998,0.4058,0,0.4046,0.473,0.5044,0.5086,0.5088,0,0,0.4754,0.551,0.495,0.534,0.5838,0.5794,0.6904,0.5004
2021/01/07 14:00:00,0.2,0.364,0.259,0.361,0.3412,0.3004,0,0.2932,0.3634,0.4114,0.3734,0.3788,0,0,0.3658,0.465666667,0.437,0.4682,0.4996,0.5358,0.6428,0.4216
2021/01/07 15:00:00,0.117,0.2264,0.187,0.222,0.1796,0.1724,0,0.1666,0.1884,0.2268,0.1904,0.188,0,0,0.2324,0.317333333,0.3835,0.3564,0.3718,0.439,0.5648,0.3356
2021/01/07 16:00:00,0.052,0.0918,0.087,0.086,0.0568,0.0626,0,0.0586,0.0614,0.0692,0.058,0.0518,0,0,0.1246,0.172333333,0.253,0.2162,0.2342,0.2972,0.4208,0.2598
2021/01/07 17:00:00,0.003,0.0072,0.004,0.005,0.0018,0.0042,0,0.0028,0.0016,0.001,0.0004,0,0,0,0.0388,0.057666667,0.09,0.0708,0.0616,0.1026,0.1544,0.0934
2021/01/07 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
