,W1,W2,W3,W4,W5,W6,W7,C1,C2,C3,C4,C5,S1,S2,S3,E1,E2,E3,E4,E5,N1,N2
2021/01/01 00:00:00,0,0,0,0,0,0,0,0,0,0,0.2336,0,0,0,0.1642,0,0,0,0,0,0,0
2021/01/01 01:00:00,0,0,0,0,0,0,0,0,0,0,0.2752,0,0,0,0.1966,0,0,0,0,0,0,0
2021/01/01 02:00:00,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0.2174,0,0,0,0,0,0,0
2021/01/01 03:00:00,0,0,0,0,0,0,0,0,0,0,0.2768,0,0,0,0.2146,0,0,0,0,0,0,0
2021/01/01 04:00:00,0,0,0,0,0,0,0,0,0,0,0.2422,0,0,0,0.1986,0,0,0,0,0,0,0
2021/01/01 05:00:00,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0.1724,0,0,0,0,0,0,0
2021/01/01 06:00:00,0,0,0,0,0,0,0,0,0,0,0.0948,0,0,0,0.123,0,0,0,0,0,0,0
2021/01/01 07:00:00,0,0,0,0,0,0,0,0,0,0,0.0412,0,0,0,0.0682,0,0,0,0,0,0,0
2021/01/01 08:00:00,0,0,0,0,0,0,0,0,0,0,0.0244,0,0,0,0.0292,0,0,0,0,0,0,0
2021/01/01 09:00:00,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0.0176,0,0,0,0,0,0,0
2021/01/01 10:00:00,0,0,0,0,0,0,0,0,0,0,0.0534,0,0,0,0.0308,0,0,0,0,0,0,0
2021/01/01 11:00:00,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0.0566,0,0,0,0,0,0,0
2021/01/01 12:00:00,0,0,0,0,0,0,0,0,0,0,0.0918,0,0,0,0.0828,0,0,0,0,0,0,0
2021/01/01 13:00:00,0,0,0,0,0,0,0,0,0,0,0.1056,0,0,0,0.1116,0,0,0,0,0,0,0
2021/01/01 14:00:00,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0.129,0,0,0,0,0,0,0
2021/01/01 15:00:00,0,0,0,0,0,0,0,0,0,0,0.1136,0,0,0,0.1308,0,0,0,0,0,0,0
2021/01/01 16:00:00,0,0,0,0,0,0,0,0,0,0,0.1254,0,0,0,0.1208,0,0,0,0,0,0,0
2021/01/01 17:00:00,0,0,0,0,0,0,0,0,0,0,0.1622,0,0,0,0.1182,0,0,0,0,0,0,0
2021/01/01 18:00:00,0,0,0,0,0,0,0,0,0,0,0.1914,0,0,0,0.1344,0,0,0,0,0,0,0
2021/01/01 19:00:00,0,0,0,0,0,0,0,0,0,0,0.2098,0,0,0,0.161,0,0,0,0,0,0,0
2021/01/01 20:00:00,0,0,0,0,0,0,0,0,0,0,0.2226,0,0,0,0.1916,0,0,0,0,0,0,0
2021/01/01 21:00:00,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0.2234,0,0,0,0,0,0,0
2021/01/01 22:00:00,0,0,0,0,0,0,0,0,0,0,0.2194,0,0,0,0.2454,0,0,0,0,0,0,0
2021/01/01 23:00:00,0,0,0,0,0,0,0,0,0,0,0.1994,0,0,0,0.2524,0,0,0,0,0,0,0
2021/01/02 00:00:00,0,0,0,0,0,0,0,0,0,0,0.1766,0,0,0,0.2394,0,0,0,0,0,0,0
2021/01/02 01:00:00,0,0,0,0,0,0,0,0,0,0,0.1604,0,0,0,0.2076,0,0,0,0,0,0,0
2021/01/02 02:00:00,0,0,0,0,0,0,0,0,0,0,0.1758,0,0,0,0.173,0,0,0,0,0,0,0
2021/01/02 03:00:00,0,0,0,0,0,0,0,0,0,0,0.2078,0,0,0,0.1616,0,0,0,0,0,0,0
2021/01/02 04:00:00,0,0,0,0,0,0,0,0,0,0,0.2164,0,0,0,0.1866,0,0,0,0,0,0,0
2021/01/02 05:00:00,0,0,0,0,0,0,0,0,0,0,0.2128,0,0,0,0.2032,0,0,0,0,0,0,0
2021/01/02 06:00:00,0,0,0,0,0,0,0,0,0,0,0.1884,0,0,0,0.2012,0,0,0,0,0,0,0
2021/01/02 07:00:00,0,0,0,0,0,0,0,0,0,0,0.1858,0,0,0,0.1864,0,0,0,0,0,0,0
2021/01/02 08:00:00,0,0,0,0,0,0,0,0,0,0,0.2624,0,0,0,0.1812,0,0,0,0,0,0,0
2021/01/02 09:00:00,0,0,0,0,0,0,0,0,0,0,0.3518,0,0,0,0.2302,0,0,0,0,0,0,0
2021/01/02 10:00:00,0,0,0,0,0,0,0,0,0,0,0.439,0,0,0,0.3608,0,0,0,0,0,0,0
2021/01/02 11:00:00,0,0,0,0,0,0,0,0,0,0,0.4686,0,0,0,0.5368,0,0,0,0,0,0,0
2021/01/02 12:00:00,0,0,0,0,0,0,0,0,0,0,0.4534,0,0,0,0.6302,0,0,0,0,0,0,0
2021/01/02 13:00:00,0,0,0,0,0,0,0,0,0,0,0.4158,0,0,0,0.6412,0,0,0,0,0,0,0
2021/01/02 14:00:00,0,0,0,0,0,0,0,0,0,0,0.3468,0,0,0,0.6012,0,0,0,0,0,0,0
2021/01/02 15:00:00,0,0,0,0,0,0,0,0,0,0,0.2584,0,0,0,0.5326,0,0,0,0,0,0,0
2021/01/02 16:00:00,0,0,0,0,0,0,0,0,0,0,0.1894,0,0,0,0.4426,0,0,0,0,0,0,0
2021/01/02 17:00:00,0,0,0,0,0,0,0,0,0,0,0.1494,0,0,0,0.331,0,0,0,0,0,0,0
2021/01/02 18:00:00,0,0,0,0,0,0,0,0,0,0,0.1144,0,0,0,0.249,0,0,0,0,0,0,0
2021/01/02 19:00:00,0,0,0,0,0,0,0,0,0,0,0.0954,0,0,0,0.1966,0,0,0,0,0,0,0
2021/01/02 20:00:00,0,0,0,0,0,0,0,0,0,0,0.0968,0,0,0,0.1736,0,0,0,0,0,0,0
2021/01/02 21:00:00,0,0,0,0,0,0,0,0,0,0,0.1062,0,0,0,0.1824,0,0,0,0,0,0,0
2021/01/02 22:00:00,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.2024,0,0,0,0,0,0,0
2021/01/02 23:00:00,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0.2214,0,0,0,0,0,0,0
2021/01/03 00:00:00,0,0,0,0,0,0,0,0,0,0,0.2104,0,0,0,0.2482,0,0,0,0,0,0,0
2021/01/03 01:00:00,0,0,0,0,0,0,0,0,0,0,0.2482,0,0,0,0.2828,0,0,0,0,0,0,0
2021/01/03 02:00:00,0,0,0,0,0,0,0,0,0,0,0.2912,0,0,0,0.3276,0,0,0,0,0,0,0
2021/01/03 03:00:00,0,0,0,0,0,0,0,0,0,0,0.3296,0,0,0,0.3756,0,0,0,0,0,0,0
2021/01/03 04:00:00,0,0,0,0,0,0,0,0,0,0,0.3406,0,0,0,0.4164,0,0,0,0,0,0,0
2021/01/03 05:00:00,0,0,0,0,0,0,0,0,0,0,0.3334,0,0,0,0.4372,0,0,0,0,0,0,0
2021/01/03 06:00:00,0,0,0,0,0,0,0,0,0,0,0.2788,0,0,0,0.4392,0,0,0,0,0,0,0
2021/01/03 07:00:00,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0.4002,0,0,0,0,0,0,0
2021/01/03 08:00:00,0,0,0,0,0,0,0,0,0,0,0.2626,0,0,0,0.4084,0,0,0,0,0,0,0
2021/01/03 09:00:00,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0.3968,0,0,0,0,0,0,0
2021/01/03 10:00:00,0,0,0,0,0,0,0,0,0,0,0.2712,0,0,0,0.3812,0,0,0,0,0,0,0
2021/01/03 11:00:00,0,0,0,0,0,0,0,0,0,0,0.2968,0,0,0,0.4054,0,0,0,0,0,0,0
2021/01/03 12:00:00,0,0,0,0,0,0,0,0,0,0,0.3214,0,0,0,0.4558,0,0,0,0,0,0,0
2021/01/03 13:00:00,0,0,0,0,0,0,0,0,0,0,0.3434,0,0,0,0.4968,0,0,0,0,0,0,0
2021/01/03 14:00:00,0,0,0,0,0,0,0,0,0,0,0.361,0,0,0,0.5264,0,0,0,0,0,0,0
2021/01/03 15:00:00,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0.5422,0,0,0,0,0,0,0
2021/01/03 16:00:00,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5328,0,0,0,0,0,0,0
2021/01/03 17:00:00,0,0,0,0,0,0,0,0,0,0,0.2936,0,0,0,0.4696,0,0,0,0,0,0,0
2021/01/03 18:00:00,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.3884,0,0,0,0,0,0,0
2021/01/03 19:00:00,0,0,0,0,0,0,0,0,0,0,0.2008,0,0,0,0.3078,0,0,0,0,0,0,0
2021/01/03 20:00:00,0,0,0,0,0,0,0,0,0,0,0.1754,0,0,0,0.2502,0,0,0,0,0,0,0
2021/01/03 21:00:00,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0.224,0,0,0,0,0,0,0
2021/01/03 22:00:00,0,0,0,0,0,0,0,0,0,0,0.1908,0,0,0,0.2272,0,0,0,0,0,0,0
2021/01/03 23:00:00,0,0,0,0,0,0,0,0,0,0,0.2144,0,0,0,0.246,0,0,0,0,0,0,0
2021/01/04 00:00:00,0,0,0,0,0,0,0,0,0,0,0.2388,0,0,0,0.2688,0,0,0,0,0,0,0
2021/01/04 01:00:00,0,0,0,0,0,0,0,0,0,0,0.2628,0,0,0,0.2848,0,0,0,0,0,0,0
2021/01/04 02:00:00,0,0,0,0,0,0,0,0,0,0,0.2882,0,0,0,0.297,0,0,0,0,0,0,0
2021/01/04 03:00:00,0,0,0,0,0,0,0,0,0,0,0.3134,0,0,0,0.314,0,0,0,0,0,0,0
2021/01/04 04:00:00,0,0,0,0,0,0,0,0,0,0,0.3582,0,0,0,0.3324,0,0,0,0,0,0,0
2021/01/04 05:00:00,0,0,0,0,0,0,0,0,0,0,0.3866,0,0,0,0.3784,0,0,0,0,0,0,0
2021/01/04 06:00:00,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0.4318,0,0,0,0,0,0,0
2021/01/04 07:00:00,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0.4398,0,0,0,0,0,0,0
2021/01/04 08:00:00,0,0,0,0,0,0,0,0,0,0,0.2594,0,0,0,0.425,0,0,0,0,0,0,0
2021/01/04 09:00:00,0,0,0,0,0,0,0,0,0,0,0.2278,0,0,0,0.4108,0,0,0,0,0,0,0
2021/01/04 10:00:00,0,0,0,0,0,0,0,0,0,0,0.2032,0,0,0,0.3728,0,0,0,0,0,0,0
2021/01/04 11:00:00,0,0,0,0,0,0,0,0,0,0,0.1894,0,0,0,0.3326,0,0,0,0,0,0,0
2021/01/04 12:00:00,0,0,0,0,0,0,0,0,0,0,0.1636,0,0,0,0.3162,0,0,0,0,0,0,0
2021/01/04 13:00:00,0,0,0,0,0,0,0,0,0,0,0.1362,0,0,0,0.302,0,0,0,0,0,0,0
2021/01/04 14:00:00,0,0,0,0,0,0,0,0,0,0,0.1032,0,0,0,0.2668,0,0,0,0,0,0,0
2021/01/04 15:00:00,0,0,0,0,0,0,0,0,0,0,0.0844,0,0,0,0.2188,0,0,0,0,0,0,0
2021/01/04 16:00:00,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0.1824,0,0,0,0,0,0,0
2021/01/04 17:00:00,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0.1604,0,0,0,0,0,0,0
2021/01/04 18:00:00,0,0,0,0,0,0,0,0,0,0,0.0702,0,0,0,0.1438,0,0,0,0,0,0,0
2021/01/04 19:00:00,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0.1316,0,0,0,0,0,0,0
2021/01/04 20:00:00,0,0,0,0,0,0,0,0,0,0,0.0448,0,0,0,0.1146,0,0,0,0,0,0,0
2021/01/04 21:00:00,0,0,0,0,0,0,0,0,0,0,0.0412,0,0,0,0.0986,0,0,0,0,0,0,0
2021/01/04 22:00:00,0,0,0,0,0,0,0,0,0,0,0.0398,0,0,0,0.0964,0,0,0,0,0,0,0
2021/01/04 23:00:00,0,0,0,0,0,0,0,0,0,0,0.0432,0,0,0,0.1018,0,0,0,0,0,0,0
2021/01/05 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0466,0,0,0,0.1126,0,0,0,0,0,0,0
2021/01/05 01:00:00,0,0,0,0,0,0,0,0,0,0,0.0438,0,0,0,0.1192,0,0,0,0,0,0,0
2021/01/05 02:00:00,0,0,0,0,0,0,0,0,0,0,0.0282,0,0,0,0.1168,0,0,0,0,0,0,0
2021/01/05 03:00:00,0,0,0,0,0,0,0,0,0,0,0.0282,0,0,0,0.0936,0,0,0,0,0,0,0
2021/01/05 04:00:00,0,0,0,0,0,0,0,0,0,0,0.0522,0,0,0,0.081,0,0,0,0,0,0,0
2021/01/05 05:00:00,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0.1098,0,0,0,0,0,0,0
2021/01/05 06:00:00,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0.1422,0,0,0,0,0,0,0
2021/01/05 07:00:00,0,0,0,0,0,0,0,0,0,0,0.0482,0,0,0,0.1228,0,0,0,0,0,0,0
2021/01/05 08:00:00,0,0,0,0,0,0,0,0,0,0,0.0276,0,0,0,0.0948,0,0,0,0,0,0,0
2021/01/05 09:00:00,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,0.0656,0,0,0,0,0,0,0
2021/01/05 10:00:00,0,0,0,0,0,0,0,0,0,0,0.0226,0,0,0,0.0584,0,0,0,0,0,0,0
2021/01/05 11:00:00,0,0,0,0,0,0,0,0,0,0,0.0204,0,0,0,0.0562,0,0,0,0,0,0,0
2021/01/05 12:00:00,0,0,0,0,0,0,0,0,0,0,0.0224,0,0,0,0.0468,0,0,0,0,0,0,0
2021/01/05 13:00:00,0,0,0,0,0,0,0,0,0,0,0.0224,0,0,0,0.0444,0,0,0,0,0,0,0
2021/01/05 14:00:00,0,0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0.0466,0,0,0,0,0,0,0
2021/01/05 15:00:00,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0.0432,0,0,0,0,0,0,0
2021/01/05 16:00:00,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0.0356,0,0,0,0,0,0,0
2021/01/05 17:00:00,0,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,0.0308,0,0,0,0,0,0,0
2021/01/05 18:00:00,0,0,0,0,0,0,0,0,0,0,0.0392,0,0,0,0.0372,0,0,0,0,0,0,0
2021/01/05 19:00:00,0,0,0,0,0,0,0,0,0,0,0.0582,0,0,0,0.0498,0,0,0,0,0,0,0
2021/01/05 20:00:00,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0.0636,0,0,0,0,0,0,0
2021/01/05 21:00:00,0,0,0,0,0,0,0,0,0,0,0.0872,0,0,0,0.079,0,0,0,0,0,0,0
2021/01/05 22:00:00,0,0,0,0,0,0,0,0,0,0,0.1156,0,0,0,0.1056,0,0,0,0,0,0,0
2021/01/05 23:00:00,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0.1458,0,0,0,0,0,0,0
2021/01/06 00:00:00,0,0,0,0,0,0,0,0,0,0,0.1642,0,0,0,0.1908,0,0,0,0,0,0,0
2021/01/06 01:00:00,0,0,0,0,0,0,0,0,0,0,0.1578,0,0,0,0.2168,0,0,0,0,0,0,0
2021/01/06 02:00:00,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0.2444,0,0,0,0,0,0,0
2021/01/06 03:00:00,0,0,0,0,0,0,0,0,0,0,0.1582,0,0,0,0.2824,0,0,0,0,0,0,0
2021/01/06 04:00:00,0,0,0,0,0,0,0,0,0,0,0.1462,0,0,0,0.2976,0,0,0,0,0,0,0
2021/01/06 05:00:00,0,0,0,0,0,0,0,0,0,0,0.1176,0,0,0,0.278,0,0,0,0,0,0,0
2021/01/06 06:00:00,0,0,0,0,0,0,0,0,0,0,0.0828,0,0,0,0.2382,0,0,0,0,0,0,0
2021/01/06 07:00:00,0,0,0,0,0,0,0,0,0,0,0.0714,0,0,0,0.1798,0,0,0,0,0,0,0
2021/01/06 08:00:00,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0.1424,0,0,0,0,0,0,0
2021/01/06 09:00:00,0,0,0,0,0,0,0,0,0,0,0.1062,0,0,0,0.1414,0,0,0,0,0,0,0
2021/01/06 10:00:00,0,0,0,0,0,0,0,0,0,0,0.1264,0,0,0,0.1656,0,0,0,0,0,0,0
2021/01/06 11:00:00,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0.2002,0,0,0,0,0,0,0
2021/01/06 12:00:00,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0.2466,0,0,0,0,0,0,0
2021/01/06 13:00:00,0,0,0,0,0,0,0,0,0,0,0.2102,0,0,0,0.3054,0,0,0,0,0,0,0
2021/01/06 14:00:00,0,0,0,0,0,0,0,0,0,0,0.1946,0,0,0,0.3344,0,0,0,0,0,0,0
2021/01/06 15:00:00,0,0,0,0,0,0,0,0,0,0,0.1468,0,0,0,0.3118,0,0,0,0,0,0,0
2021/01/06 16:00:00,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0.2544,0,0,0,0,0,0,0
2021/01/06 17:00:00,0,0,0,0,0,0,0,0,0,0,0.0622,0,0,0,0.1788,0,0,0,0,0,0,0
2021/01/06 18:00:00,0,0,0,0,0,0,0,0,0,0,0.0624,0,0,0,0.1374,0,0,0,0,0,0,0
2021/01/06 19:00:00,0,0,0,0,0,0,0,0,0,0,0.0798,0,0,0,0.1388,0,0,0,0,0,0,0
2021/01/06 20:00:00,0,0,0,0,0,0,0,0,0,0,0.0806,0,0,0,0.1554,0,0,0,0,0,0,0
2021/01/06 21:00:00,0,0,0,0,0,0,0,0,0,0,0.0648,0,0,0,0.1398,0,0,0,0,0,0,0
2021/01/06 22:00:00,0,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,0.1048,0,0,0,0,0,0,0
2021/01/06 23:00:00,0,0,0,0,0,0,0,0,0,0,0.0576,0,0,0,0.0844,0,0,0,0,0,0,0
2021/01/07 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0676,0,0,0,0.0802,0,0,0,0,0,0,0
2021/01/07 01:00:00,0,0,0,0,0,0,0,0,0,0,0.0894,0,0,0,0.102,0,0,0,0,0,0,0
2021/01/07 02:00:00,0,0,0,0,0,0,0,0,0,0,0.1016,0,0,0,0.1446,0,0,0,0,0,0,0
2021/01/07 03:00:00,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0.1884,0,0,0,0,0,0,0
2021/01/07 04:00:00,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0.2108,0,0,0,0,0,0,0
2021/01/07 05:00:00,0,0,0,0,0,0,0,0,0,0,0.0852,0,0,0,0.2058,0,0,0,0,0,0,0
2021/01/07 06:00:00,0,0,0,0,0,0,0,0,0,0,0.1058,0,0,0,0.1782,0,0,0,0,0,0,0
2021/01/07 07:00:00,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0.1608,0,0,0,0,0,0,0
2021/01/07 08:00:00,0,0,0,0,0,0,0,0,0,0,0.1912,0,0,0,0.1814,0,0,0,0,0,0,0
2021/01/07 09:00:00,0,0,0,0,0,0,0,0,0,0,0.1688,0,0,0,0.2206,0,0,0,0,0,0,0
2021/01/07 10:00:00,0,0,0,0,0,0,0,0,0,0,0.0982,0,0,0,0.1964,0,0,0,0,0,0,0
2021/01/07 11:00:00,0,0,0,0,0,0,0,0,0,0,0.0368,0,0,0,0.1138,0,0,0,0,0,0,0
2021/01/07 12:00:00,0,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0.0486,0,0,0,0,0,0,0
2021/01/07 13:00:00,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.0176,0,0,0,0,0,0,0
2021/01/07 14:00:00,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.008,0,0,0,0,0,0,0
2021/01/07 15:00:00,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0056,0,0,0,0,0,0,0
2021/01/07 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0,0,0,0
2021/01/07 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0
2021/01/07 18:00:00,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0042,0,0,0,0,0,0,0
2021/01/07 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0
2021/01/07 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0
2021/01/07 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0
2021/01/07 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0
2021/01/07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0
2021/01/08 01:00:00,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.0016,0,0,0,0,0,0,0
2021/01/08 02:00:00,0,0,0,0,0,0,0,0,0,0,0.0098,0,0,0,0.0076,0,0,0,0,0,0,0
2021/01/08 03:00:00,0,0,0,0,0,0,0,0,0,0,0.0378,0,0,0,0.0296,0,0,0,0,0,0,0
2021/01/08 04:00:00,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0.0674,0,0,0,0,0,0,0
2021/01/08 05:00:00,0,0,0,0,0,0,0,0,0,0,0.0424,0,0,0,0.079,0,0,0,0,0,0,0
2021/01/08 06:00:00,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0,0.0568,0,0,0,0,0,0,0
2021/01/08 07:00:00,0,0,0,0,0,0,0,0,0,0,0.0208,0,0,0,0.0314,0,0,0,0,0,0,0
2021/01/08 08:00:00,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.026,0,0,0,0,0,0,0
2021/01/08 09:00:00,0,0,0,0,0,0,0,0,0,0,0.0178,0,0,0,0.0294,0,0,0,0,0,0,0
2021/01/08 10:00:00,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0.0148,0,0,0,0,0,0,0
2021/01/08 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0
2021/01/08 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 16:00:00,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 17:00:00,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0
2021/01/08 18:00:00,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.0022,0,0,0,0,0,0,0
2021/01/08 19:00:00,0,0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0.0092,0,0,0,0,0,0,0
2021/01/08 20:00:00,0,0,0,0,0,0,0,0,0,0,0.0184,0,0,0,0.016,0,0,0,0,0,0,0
2021/01/08 21:00:00,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0.0226,0,0,0,0,0,0,0
2021/01/08 22:00:00,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0.0298,0,0,0,0,0,0,0
2021/01/08 23:00:00,0,0,0,0,0,0,0,0,0,0,0.0638,0,0,0,0.0362,0,0,0,0,0,0,0
2021/01/09 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0534,0,0,0,0.0448,0,0,0,0,0,0,0
2021/01/09 01:00:00,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.0452,0,0,0,0,0,0,0
2021/01/09 02:00:00,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.0178,0,0,0,0,0,0,0
2021/01/09 03:00:00,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0.0036,0,0,0,0,0,0,0
2021/01/09 04:00:00,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0.0032,0,0,0,0,0,0,0
2021/01/09 05:00:00,0,0,0,0,0,0,0,0,0,0,0.0276,0,0,0,0.0094,0,0,0,0,0,0,0
2021/01/09 06:00:00,0,0,0,0,0,0,0,0,0,0,0.0196,0,0,0,0.0146,0,0,0,0,0,0,0
2021/01/09 07:00:00,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0.009,0,0,0,0,0,0,0
2021/01/09 08:00:00,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0004,0,0,0,0,0,0,0
2021/01/09 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/09 10:00:00,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0.0002,0,0,0,0,0,0,0
2021/01/09 11:00:00,0,0,0,0,0,0,0,0,0,0,0.0236,0,0,0,0.0086,0,0,0,0,0,0,0
2021/01/09 12:00:00,0,0,0,0,0,0,0,0,0,0,0.0942,0,0,0,0.0566,0,0,0,0,0,0,0
2021/01/09 13:00:00,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0.1342,0,0,0,0,0,0,0
2021/01/09 14:00:00,0,0,0,0,0,0,0,0,0,0,0.2034,0,0,0,0.2066,0,0,0,0,0,0,0
2021/01/09 15:00:00,0,0,0,0,0,0,0,0,0,0,0.2112,0,0,0,0.2496,0,0,0,0,0,0,0
2021/01/09 16:00:00,0,0,0,0,0,0,0,0,0,0,0.2174,0,0,0,0.2452,0,0,0,0,0,0,0
2021/01/09 17:00:00,0,0,0,0,0,0,0,0,0,0,0.2592,0,0,0,0.2374,0,0,0,0,0,0,0
2021/01/09 18:00:00,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0.2644,0,0,0,0,0,0,0
2021/01/09 19:00:00,0,0,0,0,0,0,0,0,0,0,0.3082,0,0,0,0.296,0,0,0,0,0,0,0
2021/01/09 20:00:00,0,0,0,0,0,0,0,0,0,0,0.3166,0,0,0,0.3174,0,0,0,0,0,0,0
2021/01/09 21:00:00,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0.3192,0,0,0,0,0,0,0
2021/01/09 22:00:00,0,0,0,0,0,0,0,0,0,0,0.3838,0,0,0,0.33,0,0,0,0,0,0,0
2021/01/09 23:00:00,0,0,0,0,0,0,0,0,0,0,0.4192,0,0,0,0.353,0,0,0,0,0,0,0
2021/01/10 00:00:00,0,0,0,0,0,0,0,0,0,0,0.4618,0,0,0,0.3874,0,0,0,0,0,0,0
2021/01/10 01:00:00,0,0,0,0,0,0,0,0,0,0,0.4996,0,0,0,0.452,0,0,0,0,0,0,0
2021/01/10 02:00:00,0,0,0,0,0,0,0,0,0,0,0.5516,0,0,0,0.5134,0,0,0,0,0,0,0
2021/01/10 03:00:00,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0.5776,0,0,0,0,0,0,0
2021/01/10 04:00:00,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0.638,0,0,0,0,0,0,0
2021/01/10 05:00:00,0,0,0,0,0,0,0,0,0,0,0.5108,0,0,0,0.6328,0,0,0,0,0,0,0
2021/01/10 06:00:00,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0.5638,0,0,0,0,0,0,0
